GEO_id2,Civilian_EST_Tot_Pop,Civilian_MOE_Tot_Pop,Veteran_EST,Veteran_MOE,Veteran_EST_Percentage,Veteran_MOE_Percentage
6037302003,3355,254,52,49,1.5,1
6037535902,5262,438,52,71,1,0.8
6037600303,2874,307,52,87,1.8,1.6
6037120105,2111,173,53,17,2.5,1.1
6037121221,1936,184,53,17,2.7,1.7
6037123103,3091,255,53,18,1.7,1.2
6037128101,2942,255,53,21,1.8,1.3
6037139504,3539,231,53,26,1.5,1
6037191820,2634,342,53,30,2,1.5
6037192520,3653,273,53,31,1.5,1.2
6037199400,3560,411,53,32,1.5,1
6037237201,2786,372,53,41,1.9,1.2
6037241001,3176,452,53,42,1.7,1.4
6037265420,1503,113,53,44,3.5,1.6
6037267404,2881,343,53,44,1.8,1.7
6037461400,2637,262,53,60,2,1.1
6037481606,4101,310,53,62,1.3,0.9
6037502302,2298,201,53,65,2.3,1.4
6037531901,4588,446,53,67,1.2,1
6037576401,3645,435,53,85,1.5,1.3
6037601301,1487,148,53,88,3.6,1.7
6037183620,2320,182,54,28,2.3,1.5
6037190801,2373,479,54,29,2.3,1.8
6037208710,3828,245,54,34,1.4,1.2
6037214901,2886,308,54,36,1.9,1.7
6037221304,2847,364,54,38,1.9,1.2
6037242300,3210,496,54,43,1.7,1.3
6037267402,4591,305,54,44,1.2,1
6037267800,2174,202,54,44,2.5,1.7
6037292000,4612,368,54,47,1.2,0.7
6037408630,1947,189,54,56,2.8,1.3
6037431900,3504,294,54,58,1.5,1
6037481300,2828,212,54,62,1.9,0.9
6037482502,2672,227,54,63,2,1
6037536000,2668,167,54,71,2,1.5
6037603006,1521,147,54,91,3.6,1.9
6037119320,3512,330,55,16,1.6,1.1
6037124300,2858,328,55,20,1.9,1.4
6037128302,3562,293,55,22,1.5,1.2
6037128303,2621,290,55,22,2.1,1.8
6037204420,2216,213,55,33,2.5,2.7
6037204600,2951,324,55,33,1.9,2
6037207101,3289,247,55,34,1.7,1.4
6037234200,2001,140,55,40,2.7,1.6
6037402304,3013,254,55,51,1.8,1.3
6037535300,4177,342,55,71,1.3,1
6037543601,2878,240,55,75,1.9,1.2
6037554104,1764,159,55,78,3.1,1.7
6037920119,1367,65,55,145,4,2
6037123301,3605,331,56,18,1.6,1.3
6037199700,2476,202,56,32,2.3,2.3
6037241201,2290,235,56,42,2.4,1.8
6037297120,2529,337,56,48,2.2,1.8
6037432602,3730,480,56,58,1.5,1.1
6037482401,3073,296,56,63,1.8,1
6037531000,3732,371,56,67,1.5,1.3
6037531201,3973,379,56,67,1.4,1.4
6037532002,2513,200,56,68,2.2,1.4
6037540700,2400,259,56,72,2.3,1.6
6037572400,969,279,56,83,5.8,3.7
6037575102,2925,274,56,84,1.9,1.5
6037604001,3468,334,56,92,1.6,1.2
6037621002,823,113,56,94,6.8,2.4
6037122121,2127,174,57,18,2.7,1.8
6037123520,2011,177,57,19,2.8,1.8
6037186202,1674,159,57,28,3.4,2.1
6037199120,3216,285,57,32,1.8,1.2
6037201120,2816,212,57,32,2,1.4
6037213100,2372,211,57,36,2.4,1.3
6037222002,3456,442,57,38,1.6,1.5
6037231100,2637,489,57,40,2.2,2.8
6037301300,1536,102,57,49,3.7,2.1
6037310601,5182,350,57,50,1.1,0.9
6037406902,3006,266,57,55,1.9,1
6037408141,3962,457,57,56,1.4,1.2
6037480304,3719,255,57,61,1.5,0.9
6037540300,3789,344,57,72,1.5,1.2
6037542700,4174,385,57,74,1.4,0.9
6037551201,2764,211,57,76,2.1,1.3
6037554201,3183,253,57,78,1.8,1.1
6037189903,2107,177,58,29,2.8,1.9
6037207102,2207,186,58,34,2.6,2.3
6037211910,3650,341,58,35,1.6,1.2
6037221302,4180,417,58,38,1.4,1.1
6037294900,2459,193,58,47,2.4,1.5
6037404401,2878,209,58,53,2,0.9
6037433602,2310,188,58,59,2.5,1.5
6037481402,6159,518,58,62,0.9,0.8
6037531800,3914,407,58,67,1.5,1.7
6037550400,1094,98,58,76,5.3,3.5
6037123020,2697,229,59,18,2.2,2
6037190520,3257,204,59,29,1.8,1.3
6037201504,1771,189,59,33,3.3,1.8
6037231720,3680,342,59,40,1.6,1.3
6037239601,2383,294,59,42,2.5,1.9
6037293307,2052,176,59,47,2.9,1.8
6037555102,5121,384,59,80,1.2,0.8
6037920336,4485,390,59,154,1.3,0.8
6037125310,4336,412,60,20,1.4,1.3
6037125600,2104,190,60,20,2.9,1.8
6037188300,3101,317,60,29,1.9,1.5
6037191902,2144,236,60,30,2.8,1.8
6037192001,2172,207,60,30,2.8,2.6
6037204120,2142,227,60,33,2.8,1.6
6037212610,3477,352,60,36,1.7,1.3
6037222200,2780,282,60,38,2.2,1.5
6037240500,4268,423,60,42,1.4,1.1
6037296500,2940,430,60,47,2,1.6
6037302302,4464,353,60,49,1.3,0.9
6037403405,1355,84,60,53,4.4,2.3
6037500402,3382,398,60,64,1.8,1.4
6037535101,5444,423,60,70,1.1,0.9
6037600304,2270,170,60,87,2.6,1.7
6037101210,4612,413,61,6,1.3,1.3
6037115302,3150,233,61,14,1.9,1.1
6037117530,4683,375,61,16,1.3,1.2
6037121101,2307,213,61,17,2.6,1.6
6037127803,3246,306,61,21,1.9,1.2
6037189702,1832,183,61,29,3.3,3.3
6037215102,2920,318,61,36,2.1,1.5
6037229200,3346,399,61,39,1.8,1.4
6037269903,3298,304,61,45,1.8,1.3
6037273502,2663,178,61,46,2.3,2.2
6037276500,5154,303,61,46,1.2,0.7
6037302103,5007,349,61,49,1.2,0.8
6037432401,2906,296,61,58,2.1,1
6037481103,4057,333,61,62,1.5,1
6037532302,3520,248,61,68,1.7,1
6037532606,3365,292,61,68,1.8,1.4
6037541001,852,135,61,72,7.2,4.8
6037551102,3979,422,61,76,1.5,1.3
6037620904,2207,270,61,94,2.8,1.9
6037117102,2210,173,62,15,2.8,1.5
6037141304,2387,195,62,26,2.6,1.5
6037190901,3671,353,62,29,1.7,1.6
6037262301,2362,239,62,43,2.6,1.2
6037269700,3277,283,62,45,1.9,1.1
6037433307,2433,163,62,59,2.5,1.4
6037534502,3525,316,62,70,1.8,1.4
6037534803,3418,321,62,70,1.8,1.5
6037553300,2779,352,62,77,2.2,1.5
6037601502,2635,257,62,89,2.4,1.3
6037800410,3653,295,62,109,1.7,1.5
6037920012,872,89,62,127,7.1,3.1
6037119201,3024,255,63,16,2.1,1.1
6037124203,2322,185,63,20,2.7,1.4
6037139402,2020,157,63,26,3.1,1.5
6037208903,3406,466,63,34,1.8,1.3
6037218702,1656,156,63,37,3.8,2.4
6037404902,3214,228,63,53,2,0.9
6037404903,2054,177,63,53,3.1,2.4
6037407601,3168,294,63,55,2,1.3
6037463000,1810,161,63,60,3.5,1.7
6037481401,5424,356,63,62,1.2,0.7
6037482301,3726,322,63,63,1.7,1.2
6037502602,3494,296,63,65,1.8,1
6037530101,4201,345,63,66,1.5,0.9
6037530301,1535,157,63,67,4.1,1.8
6037533804,3401,252,63,69,1.9,1.6
6037551501,3502,303,63,77,1.8,1
6037573002,2781,297,63,83,2.3,1.7
6037575201,3208,257,63,84,2,1.6
6037576904,2676,277,63,86,2.4,1.6
6037104810,4302,507,64,11,1.5,1.1
6037139502,2534,285,64,26,2.5,1.9
6037190510,3776,279,64,29,1.7,1.4
6037212306,2383,224,64,36,2.7,2
6037239502,2538,252,64,42,2.5,1.7
6037265201,2452,359,64,44,2.6,1.6
6037302504,3440,238,64,49,1.9,1.2
6037404501,1838,183,64,53,3.5,2.1
6037432801,2206,219,64,58,2.9,1.7
6037433102,3685,404,64,58,1.7,1.5
6037480303,3089,238,64,61,2.1,1.8
6037554302,2990,287,64,79,2.1,1.7
6037574700,143,123,64,84,44.8,46.1
6037701202,2881,187,64,101,2.2,1.2
6037920033,536,218,64,133,11.9,8.2
6037183810,3291,261,65,28,2,1.8
6037214100,2958,197,65,36,2.2,1.1
6037216402,2552,240,65,37,2.5,1.7
6037242700,3809,377,65,43,1.7,1.5
6037271100,1998,179,65,45,3.3,1.4
6037408706,1528,234,65,57,4.3,2.1
6037503000,3795,402,65,65,1.7,1.5
6037553601,3390,358,65,78,1.9,1.5
6037125401,4126,323,66,20,1.6,1.4
6037143500,3848,246,66,27,1.7,1.2
6037194300,3019,512,66,31,2.2,1.1
6037212701,2089,188,66,36,3.2,1.9
6037213401,3925,336,66,36,1.7,1.2
6037237202,3394,365,66,41,1.9,1.6
6037262302,2254,242,66,43,2.9,2.1
6037294421,2169,178,66,47,3,1.7
6037408138,4068,473,66,56,1.6,0.9
6037531702,3515,312,66,67,1.9,1.8
6037573201,3407,321,66,83,1.9,1.3
6037603004,1267,136,66,91,5.2,3
6037113233,6011,564,67,13,1.1,0.7
6037117408,2255,198,67,15,3,1.7
6037122410,2571,282,67,18,2.6,2.5
6037127712,2387,211,67,21,2.8,2.3
6037212620,3472,259,67,36,1.9,1.5
6037218120,3882,381,67,37,1.7,1.1
6037269500,2764,204,67,45,2.4,1.7
6037269601,2666,247,67,45,2.5,2.2
6037408004,1831,179,67,55,3.7,2.1
6037463102,2999,392,67,60,2.2,1.4
6037532303,3593,238,67,68,1.9,1.2
6037535901,3923,302,67,71,1.7,1.2
6037106114,4349,340,68,12,1.6,1.1
6037183610,2626,280,68,28,2.6,1.4
6037195710,3505,490,68,31,1.9,1.5
6037232600,4441,423,68,40,1.5,1.4
6037269906,2573,189,68,45,2.6,1.6
6037301701,2543,189,68,49,2.7,1.9
6037403500,1529,144,68,53,4.4,2.4
6037481202,4769,455,68,62,1.4,0.9
6037530500,3209,394,68,67,2.1,1.4
6037532605,2828,356,68,68,2.4,1.9
6037543702,5485,401,68,75,1.2,0.9
6037551101,2799,232,68,76,2.4,1.7
6037571703,2520,300,68,82,2.7,2
6037602002,2200,194,68,90,3.1,1.6
6037104310,3779,413,69,9,1.8,1.1
6037117101,4065,317,69,15,1.7,1.3
6037269602,2537,252,69,45,2.7,3.4
6037272301,2739,268,69,45,2.5,1.7
6037406411,1695,135,69,54,4.1,1.8
6037500300,2619,177,69,64,2.6,1.8
6037530602,1180,141,69,67,5.8,2.6
6037531504,2980,315,69,67,2.3,1.8
6037541700,4686,350,69,73,1.5,1.2
6037555212,3196,328,69,80,2.2,1
6037576302,3067,354,69,85,2.2,1.9
6037124902,2320,214,70,20,3,2.2
6037191410,3711,360,70,30,1.9,1.5
6037201602,2351,261,70,33,3,1.2
6037203720,2941,373,70,33,2.4,1.8
6037208802,2743,272,70,34,2.6,2
6037432201,3747,323,70,58,1.9,1.6
6037433200,4774,411,70,58,1.5,0.7
6037502902,2999,216,70,65,2.3,1.1
6037194101,3029,291,71,31,2.3,1.3
6037203200,3540,292,71,33,2,1.3
6037206050,1750,141,71,33,4.1,2.2
6037207900,4518,445,71,34,1.6,1.4
6037216200,4981,523,71,36,1.4,1.3
6037221210,2465,190,71,38,2.9,1.8
6037234901,1853,213,71,40,3.8,3
6037402406,3675,349,71,52,1.9,2.6
6037408703,5429,337,71,56,1.3,0.7
6037433601,4254,341,71,59,1.7,1
6037500800,4063,443,71,64,1.7,1
6037553504,4162,375,71,78,1.7,1.3
6037602003,3201,302,71,90,2.2,1.6
6037602508,5267,409,71,91,1.3,1.2
6037920110,2526,217,71,142,2.8,1.6
6037104203,3695,364,72,9,1.9,1.3
6037121210,2448,198,72,17,2.9,1.2
6037127920,3314,240,72,21,2.2,1.5
6037134903,4863,374,72,25,1.5,1
6037141202,2317,191,72,26,3.1,2
6037183300,2746,225,72,27,2.6,1.4
6037405102,3339,370,72,54,2.2,1.1
6037407502,3157,256,72,55,2.3,1.1
6037430721,2792,257,72,57,2.6,1.9
6037533803,4396,293,72,69,1.6,1.2
6037550202,4479,265,72,75,1.6,0.9
6037104105,4358,285,73,8,1.7,1
6037127910,3911,399,73,21,1.9,1
6037228500,3408,385,73,39,2.1,1.7
6037407501,3347,313,73,55,2.2,1.2
6037432700,3940,485,73,58,1.9,1.3
6037480202,1948,126,73,61,3.7,1.5
6037555211,4217,293,73,80,1.7,1.4
6037573202,4636,338,73,83,1.6,0.9
6037575901,2563,243,73,85,2.8,1.5
6037104320,4796,536,74,10,1.5,1
6037106604,3369,305,74,12,2.2,1.3
6037123010,2910,207,74,18,2.5,1.5
6037127711,2676,260,74,21,2.8,2.4
6037183820,2753,303,74,28,2.7,3.2
6037189201,3282,214,74,29,2.3,1.3
6037189202,2048,213,74,29,3.6,2.1
6037240402,2649,354,74,42,2.8,2
6037294301,2041,140,74,47,3.6,1.5
6037462001,2900,283,74,60,2.6,2
6037554513,2107,132,74,79,3.5,1.4
6037572301,3128,192,74,83,2.4,1.2
6037575101,3439,262,74,84,2.2,1.6
6037576402,3596,337,74,85,2.1,1.3
6037576903,2730,319,74,86,2.7,2
6037651401,2015,136,74,98,3.7,1.9
6037920322,2114,168,74,149,3.5,1.6
6037920337,5294,411,74,154,1.4,0.8
6037123602,2831,245,75,19,2.6,1.9
6037183401,1883,162,75,28,4,2.4
6037199202,2262,200,75,32,3.3,1.7
6037211122,2769,258,75,35,2.7,1.4
6037218701,1841,228,75,37,4.1,1.7
6037222001,2310,162,75,38,3.2,1.7
6037301205,1784,132,75,49,4.2,1.7
6037302506,2888,239,75,49,2.6,1.8
6037462002,3134,314,75,60,2.4,2.1
6037502802,2435,204,75,65,3.1,1.6
6037553400,2607,223,75,77,2.9,1.4
6037555001,4235,339,75,80,1.8,1.1
6037573003,1467,174,75,83,5.1,2
6037701501,4333,423,75,102,1.7,1.5
6037910502,2705,352,75,122,2.8,1.7
6037190201,2288,275,76,29,3.3,4.1
6037201110,1780,147,76,32,4.3,2.1
6037214600,2226,211,76,36,3.4,2.3
6037296220,3121,337,76,47,2.4,1.8
6037400604,2406,289,76,51,3.2,1.9
6037404202,3283,281,76,53,2.3,1.3
6037405203,2973,233,76,54,2.6,1.3
6037407400,1650,128,76,55,4.6,2.2
6037408140,2836,284,76,56,2.7,1.1
6037480902,3167,278,76,62,2.4,1.2
6037481603,2898,269,76,62,2.6,1.6
6037482521,4709,437,76,63,1.6,0.9
6037554002,4217,350,76,78,1.8,0.9
6037106649,1946,152,77,12,4,2.5
6037134522,2686,285,77,24,2.9,1.7
6037135111,2562,198,77,25,3,1.7
6037137504,1639,262,77,25,4.7,2.2
6037195201,2810,237,77,31,2.7,1.8
6037291220,2835,212,77,47,2.7,1.2
6037402705,2594,184,77,52,3,1.4
6037408006,2772,285,77,55,2.8,2.3
6037431300,2207,178,77,57,3.5,1.4
6037481001,3602,270,77,62,2.1,1.3
6037533603,4859,318,77,69,1.6,1.1
6037572100,809,108,77,83,9.5,4.3
6037573902,1592,85,77,83,4.8,1.9
6037910205,974,153,77,119,7.9,3.7
6037134904,3636,414,78,25,2.1,1.2
6037183510,2134,211,78,28,3.7,1.5
6037197300,3498,292,78,32,2.2,1.4
6037201301,2926,312,78,32,2.7,2
6037209102,4300,327,78,34,1.8,1.2
6037214000,2642,185,78,36,3,1.9
6037270300,2014,146,78,45,3.9,1.8
6037481605,2417,284,78,62,3.2,1.9
6037544002,2617,176,78,75,3,1.3
6037609900,1744,205,78,93,4.5,2.1
6037123410,3386,312,79,19,2.3,2.1
6037134002,3229,373,79,24,2.4,1.3
6037190902,3275,333,79,29,2.4,1.6
6037192610,3507,353,79,31,2.3,1.7
6037214503,2825,239,79,36,2.8,1.2
6037271801,3132,259,79,45,2.5,1.5
6037294510,3263,335,79,47,2.4,2
6037461901,4099,437,79,60,1.9,1.4
6037482201,3269,296,79,63,2.4,1.6
6037530203,2272,260,79,67,3.5,2.2
6037540600,3112,342,79,72,2.5,2
6037106603,2503,126,80,12,3.2,1.3
6037121600,2091,267,80,17,3.8,2
6037127104,2744,285,80,21,2.9,2
6037134720,3696,328,80,24,2.2,1.3
6037190700,2811,390,80,29,2.8,4.3
6037301203,3896,237,80,49,2.1,1.3
6037404702,4137,481,80,53,1.9,1.2
6037405202,3965,335,80,54,2,1.7
6037500600,4339,365,80,64,1.8,1.3
6037530801,3679,307,80,67,2.2,1.3
6037920107,2900,166,80,141,2.8,1.8
6037143700,3438,317,81,27,2.4,1.5
6037189300,2532,247,81,29,3.2,1.5
6037191000,3722,428,81,29,2.2,1.5
6037216100,2081,149,81,36,3.9,2.5
6037232700,4553,413,81,40,1.8,1.1
6037271802,4809,400,81,45,1.7,1.5
6037293306,2048,159,81,47,4,1.5
6037402903,3117,209,81,52,2.6,1.4
6037542900,2312,263,81,74,3.5,1.7
6037553902,3985,293,81,78,2,1.1
6037574602,1062,59,81,84,7.6,2.8
6037113212,2796,159,82,13,2.9,1.7
6037123700,3459,456,82,19,2.4,1.2
6037131010,4863,325,82,22,1.7,1
6037188201,3053,254,82,29,2.7,1.2
6037195300,3007,272,82,31,2.7,1.7
6037207501,2121,294,82,34,3.9,3.6
6037264102,2526,234,82,43,3.2,1.6
6037403324,5864,357,82,52,1.4,1
6037403404,2221,191,82,52,3.7,1.6
6037530400,2825,265,82,67,2.9,1.5
6037572202,2844,227,82,83,2.9,1.6
6037139303,3628,274,83,26,2.3,1.5
6037199201,3001,277,83,32,2.8,2
6037296901,3037,349,83,47,2.7,1.8
6037403305,1704,116,83,52,4.9,2.8
6037408139,3026,206,83,56,2.7,1.4
6037482202,4208,293,83,63,2,1.5
6037550201,2141,163,83,75,3.9,1.4
6037701701,2796,285,83,103,3,1.5
6037702400,3804,319,83,105,2.2,1.3
6037800506,2458,301,83,109,3.4,2.1
6037127804,3355,214,84,21,2.5,1.5
6037128102,3770,374,84,22,2.2,1.6
6037199110,1993,147,84,32,4.2,2.6
6037208401,3451,331,84,34,2.4,1.6
6037237600,2810,229,84,41,3,2
6037275500,4516,365,84,46,1.9,1.1
6037501700,2648,246,84,64,3.2,1.7
6037542602,4288,414,84,74,2,1.5
6037543701,2378,157,84,75,3.5,1.8
6037554600,3481,324,84,79,2.4,1.3
6037600703,1632,189,84,87,5.1,1.9
6037700902,5971,378,84,101,1.4,1.4
6037910505,2153,222,84,122,3.9,2.5
6037101220,2633,238,85,6,3.2,1.5
6037132502,3014,253,85,23,2.8,1.6
6037218210,2809,343,85,37,3,2.1
6037219020,3486,305,85,38,2.4,1.4
6037238310,3671,347,85,41,2.3,1.9
6037273200,2741,297,85,45,3.1,1.5
6037291130,2787,239,85,46,3,1.6
6037407602,2926,226,85,55,2.9,1.6
6037408722,3853,356,85,57,2.2,1.2
6037463300,1654,104,85,61,5.1,1.8
6037502500,3071,216,85,65,2.8,1.2
6037541605,3890,381,85,73,2.2,1.7
6037700700,2566,343,85,100,3.3,2.3
6037920332,2060,197,85,152,4.1,1.5
6037269904,3420,359,86,45,2.5,1.9
6037273402,2684,320,86,45,3.2,2.5
6037402902,5189,374,86,52,1.7,1.1
6037434001,3143,276,86,59,2.7,1.5
6037481604,3154,188,86,62,2.7,1.2
6037552301,3423,322,86,77,2.5,1.6
6037553602,3595,267,86,78,2.4,1.3
6037554105,3134,292,86,78,2.7,1.9
6037602900,3193,219,86,91,2.7,1.6
6037702002,5648,463,86,104,1.5,0.9
6037800327,4537,324,86,108,1.9,1.1
6037195202,2737,198,87,31,3.2,1.7
6037212501,1730,133,87,36,5,3
6037234902,2896,345,87,40,3,3.1
6037541300,4088,338,87,73,2.1,1.2
6037602106,4363,358,87,90,2,1.4
6037604002,3974,326,87,92,2.2,1.2
6037910709,1345,149,87,124,6.5,2.6
6037117201,3340,298,88,15,2.6,1.5
6037134421,2980,231,88,24,3,1.4
6037183220,3158,338,88,27,2.8,2.2
6037183701,3111,285,88,28,2.8,2.4
6037191500,4758,389,88,30,1.8,1.2
6037199300,2972,344,88,32,3,1.7
6037208610,3855,365,88,34,2.3,1.7
6037211703,3918,327,88,35,2.2,1.5
6037221401,2629,284,88,38,3.3,2.2
6037272201,2266,163,88,45,3.9,2.7
6037275200,3339,250,88,46,2.6,1.2
6037402403,4186,282,88,51,2.1,1.6
6037480804,4092,298,88,62,2.2,1.4
6037543305,2727,357,88,74,3.2,1.9
6037106405,3312,533,89,12,2.7,1.7
6037127400,4803,315,89,21,1.9,1.2
6037143901,3235,261,89,27,2.8,1.5
6037181600,3974,261,89,27,2.2,1
6037186302,4287,368,89,28,2.1,1.1
6037192700,3280,486,89,31,2.7,1.4
6037201601,1781,200,89,33,5,2.3
6037265202,3135,461,89,44,2.8,3
6037294200,3708,339,89,47,2.4,1.4
6037407302,2775,170,89,55,3.2,1.6
6037121801,2290,300,90,17,3.9,1.9
6037123104,3602,334,90,18,2.5,1.3
6037134710,4278,356,90,24,2.1,1.2
6037143603,2078,178,90,27,4.3,2.1
6037201700,5056,598,90,33,1.8,1.3
6037231500,3722,426,90,40,2.4,1.4
6037269100,3189,304,90,45,2.8,1.6
6037408723,2465,130,90,57,3.7,1.5
6037541100,2408,248,90,73,3.7,2
6037551700,4507,315,90,77,2,0.8
6037572302,2590,215,90,83,3.5,1.3
6037577504,1194,137,90,87,7.5,4.3
6037599000,2510,230,90,87,3.6,2.7
6037600100,4984,367,90,87,1.8,1.1
6037700102,3777,309,90,100,2.4,1.8
6037980031,1090,137,90,230,8.3,6
6037119310,3146,278,91,16,2.9,2
6037120108,3544,310,91,17,2.6,1.7
6037141201,3732,228,91,26,2.4,1.5
6037216300,4118,397,91,37,2.2,1.2
6037218500,2164,197,91,37,4.2,2.6
6037267403,3081,278,91,44,3,1.6
6037407002,2798,209,91,55,3.3,2.1
6037461902,1592,171,91,60,5.7,4
6037481500,3809,312,91,62,2.4,1.2
6037501803,2985,276,91,64,3,1.8
6037503104,1825,158,91,65,5,2.6
6037532900,4643,370,91,69,2,1.4
6037554404,3064,298,91,79,3,1.6
6037577604,1249,124,91,87,7.3,2.8
6037701602,3350,243,91,103,2.7,1.5
6037113237,3298,287,92,13,2.8,1.6
6037115401,4715,290,92,14,2,1.1
6037119001,3189,210,92,16,2.9,1.1
6037137301,1813,133,92,25,5.1,2
6037186403,2281,205,92,28,4,2
6037197200,3061,264,92,32,3,1.9
6037402703,3562,317,92,52,2.6,1.6
6037408211,4899,519,92,56,1.9,0.9
6037481711,3764,352,92,62,2.4,1.8
6037600201,2976,341,92,87,3.1,2.3
6037670202,2027,124,92,99,4.5,1.5
6037700901,2924,339,92,101,3.1,2.1
6037910605,3120,410,92,123,2.9,1.5
6037124600,2734,184,93,20,3.4,1.6
6037127606,2640,270,93,21,3.5,1.8
6037207502,2796,184,93,34,3.3,2
6037212702,3126,279,93,36,3,1.8
6037220100,2136,256,93,38,4.4,2.4
6037265510,4048,423,93,44,2.3,2.3
6037293202,4189,393,93,47,2.2,1.6
6037402402,5028,486,93,51,1.8,1.4
6037402502,4803,416,93,52,1.9,1
6037430723,3389,284,93,57,2.7,1.6
6037920036,2418,218,93,134,3.8,1.6
6037106403,2759,315,94,12,3.4,1.7
6037119202,3433,338,94,16,2.7,1.6
6037128601,3421,255,94,22,2.7,2.1
6037139703,2254,150,94,26,4.2,1.9
6037141102,2533,207,94,26,3.7,2.2
6037201302,3565,236,94,32,2.6,1.4
6037201501,4460,399,94,33,2.1,1
6037232200,2406,256,94,40,3.9,2.4
6037270200,2989,425,94,45,3.1,2.1
6037300501,2411,177,94,48,3.9,2.6
6037300902,1707,96,94,48,5.5,2.3
6037310202,4184,273,94,49,2.2,1.4
6037405101,4325,420,94,53,2.2,1.4
6037406101,2646,273,94,54,3.6,1.9
6037407701,3630,333,94,55,2.6,1.4
6037432901,3517,345,94,58,2.7,1.8
6037432902,2743,223,94,58,3.4,1.6
6037530302,5448,370,94,67,1.7,1
6037543201,2708,218,94,74,3.5,1.6
6037571704,3027,254,94,82,3.1,1.9
6037192300,2127,172,95,30,4.5,2
6037217200,3209,259,95,37,3,1.6
6037262802,2436,248,95,43,3.9,1.9
6037273700,2410,171,95,46,3.9,2.4
6037273800,2632,196,95,46,3.6,1.9
6037301000,3964,245,95,48,2.4,1.2
6037400602,3263,274,95,50,2.9,1.6
6037430724,3784,324,95,57,2.5,1.3
6037552100,4809,254,95,77,2,1.3
6037555104,3118,287,95,80,3,2
6037702502,3428,259,95,105,2.8,1.5
6037800204,3771,256,95,107,2.5,1.6
6037920328,1662,112,95,149,5.7,2.4
6037125200,2913,302,96,20,3.3,2.3
6037212900,3517,312,96,36,2.7,1.7
6037231300,4160,400,96,40,2.3,1.8
6037271901,2787,323,96,45,3.4,1.8
6037301602,3524,250,96,49,2.7,1.6
6037311000,2940,198,96,50,3.3,1.2
6037405001,4708,342,96,53,2,1.1
6037408505,2087,137,96,56,4.6,2.6
6037432101,3303,241,96,58,2.9,1.4
6037482101,3870,271,96,63,2.5,1.4
6037552602,3420,248,96,77,2.8,1.5
6037554405,2316,279,96,79,4.1,2.9
6037910712,2014,254,96,124,4.8,2.8
6037101110,3574,376,97,3,2.7,1.5
6037123901,3166,252,97,19,3.1,1.4
6037128602,2893,336,97,22,3.4,1.8
6037135202,3461,301,97,25,2.8,1.6
6037218800,2363,209,97,37,4.1,2.1
6037262100,2477,333,97,43,3.9,2.1
6037273100,2101,218,97,45,4.6,1.9
6037432402,5401,486,97,58,1.8,1.6
6037540102,5103,407,97,72,1.9,1.3
6037541801,3907,323,97,73,2.5,1.2
6037555002,2438,250,97,80,4,1.8
6037601002,3776,448,97,88,2.6,1.9
6037601402,4020,395,97,89,2.4,1.4
6037602403,4105,344,97,90,2.4,1.4
6037910810,2136,162,97,126,4.5,1.6
6037920314,2275,121,97,149,4.3,2
6037113231,1803,87,98,13,5.4,2.2
6037261101,2947,236,98,43,3.3,1.6
6037269300,2830,139,98,45,3.5,1.8
6037278001,2093,210,98,46,4.7,1.6
6037297602,3248,277,98,48,3,1.7
6037320300,5179,372,98,50,1.9,1.1
