GEO_id2,Veteran_MOE_Percentage
6037910712,2.8
6037101110,1.5
6037123901,1.4
6037128602,1.8
6037135202,1.6
6037218800,2.1
6037262100,2.1
6037273100,1.9
6037432402,1.6
6037540102,1.3
6037541801,1.2
6037555002,1.8
6037601002,1.9
6037601402,1.4
6037602403,1.4
6037910810,1.6
6037920314,2
6037113231,2.2
6037261101,1.6
6037269300,1.8
6037278001,1.6
6037297602,1.7
6037320300,1.1
6037406402,2.3
6037554511,1.4
6037602004,1.5
6037602404,1
6037603704,1.7
6037701702,2
6037113211,1.6
6037189902,1.4
6037214502,1.9
6037216900,2
6037270100,1.4
6037271300,1.6
6037408133,1.6
6037462100,1.5
6037603200,2.3
6037920041,2.2
6037124400,1.7
6037125502,2.3
6037137104,1.9
6037294302,2.1
6037481800,1.9
6037503105,1.6
6037550000,4.2
6037572800,12.5
6037575001,1.7
6037602504,1.6
6037106641,2.1
6037135201,1.8
6037217002,1.5
6037237401,1.9
6037271600,1
6037408629,2
6037501802,1.8
6037542502,1.2
6037800328,2.4
6037109800,1.4
6037119400,1.4
6037128400,1.8
6037131300,1.4
6037134306,2.2
6037192410,1.5
6037207710,1.6
6037219500,3.3
6037219700,1.8
6037301702,1.4
6037302102,1.6
6037500403,1.3
6037542501,2.1
6037602802,1.3
6037900201,4.7
6037910809,2.3
6037131100,2.4
6037132501,1.4
6037134901,2.3
6037190402,4.5
6037241002,1.8
6037267100,1.2
6037278102,1.8
6037403406,1.4
6037408704,2.2
6037603500,2.1
6037702201,1.7
6037920040,2.2
6037102103,2.6
6037104704,1.7
6037120400,1.1
6037131701,1.8
6037141303,2.2
6037262601,1.5
6037262704,1.8
6037277100,1.8
6037310703,2.8
6037480101,2
6037532200,1.4
6037570303,2.7
6037201402,1.2
6037211120,1.7
6037218220,1.5
6037241120,1.8
6037294410,2
6037401303,2.7
6037404801,1.2
6037430902,1.4
6037462700,1.8
6037103102,1.3
6037123510,1.3
6037143200,1.7
6037191120,1.3
6037191201,2.2
6037191901,1.9
6037203800,2.5
6037432202,1.5
6037480102,1.1
6037501501,2.1
6037542401,1.8
6037570601,1.5
6037576700,1.8
6037702700,1.7
6037800504,2.8
6037109100,2
6037139200,1.9
6037211500,1.7
6037234800,2.6
6037311400,2.5
6037430102,1.6
6037574202,2.8
6037620901,2.1
6037109603,1.7
6037183101,1.9
6037206200,1.7
6037430901,1.6
6037431200,1.3
6037501504,2.8
6037536102,2.7
6037575803,2.8
6037900806,1.6
6037910404,2.3
6037920037,1.3
6037134304,2.3
6037143604,1.9
6037194200,1.8
6037221402,1.7
6037480011,1.3
6037570304,1.6
6037910606,1.8
6037104108,2
6037106407,2.6
6037128702,1.4
6037141600,1.6
6037186203,3.6
6037216700,2
6037237402,1.8
6037403303,1.8
6037462600,2.1
6037550601,2.1
6037576503,1.6
6037650102,1.9
6037800329,1.3
6037189101,3.2
6037218110,2.2
6037400603,1.4
6037481902,2
6037601211,3.1
6037106510,1.4
6037127102,1.6
6037240900,2.3
6037271902,1.3
6037134424,1.7
6037211000,1.4
6037297201,2.5
6037408800,1.8
6037481101,1.3
6037530006,1.9
6037542800,2.1
6037602104,1.8
6037702802,2.4
6037109400,2.3
6037119700,1.7
6037121102,3.1
6037127300,1.4
6037185204,2.7
6037189701,2.5
6037432000,1.2
6037621004,1.8
6037670500,1.9
6037800406,2
6037920339,1.5
6037120300,1.3
6037234501,2.5
6037302301,2
6037310602,2.3
6037408623,1.5
6037480400,1.7
6037102105,3
6037106646,1.7
6037125402,1.5
6037189500,1.9
6037296401,1.7
6037433802,2.2
6037480803,2.3
6037480901,1.8
6037550700,1.2
6037576901,1.7
6037131020,1.4
6037132900,2
6037186201,2.6
6037206031,2.8
6037301204,1.9
6037320201,2.8
6037400501,2.3
6037463101,2.4
6037570301,1.6
6037107020,1.8
6037139802,1.4
6037183103,1.9
6037406200,1.1
6037408137,1.8
6037536103,1.7
6037700502,1.8
6037920018,2.6
6037197410,1.6
6037291110,2.3
6037403322,1.8
6037404402,1.5
6037574901,1.7
6037603005,1.6
6037651221,2.3
6037910402,2.8
6037113102,1.4
6037117202,2.3
6037117301,1.5
6037124903,1.7
6037181400,1.5
6037267902,1.9
6037310201,1.6
6037403325,1.3
6037408003,1.7
6037431800,1.4
6037461502,1.3
6037554516,1.8
6037115403,2.2
6037122120,2
6037139600,1.6
6037530004,2.2
6037530102,2
6037575802,1.6
6037106642,2.6
6037216800,2
6037262303,2
6037310400,2
6037311300,1.6
6037406702,1
6037540000,1.4
6037550902,1.5
6037552002,1.9
6037554900,1.2
6037900506,2.3
6037900804,1.8
6037181300,1.6
6037183104,2.7
6037183702,3.1
6037265601,1.8
6037408627,1.5
6037480704,1.4
6037551502,2.4
6037650701,1.8
6037101300,1.9
6037134201,1.7
6037134800,1.2
6037480302,1.6
6037501503,1.6
6037502402,1.8
6037554403,1.8
6037910504,1.8
6037104204,1.8
6037109700,1.7
6037124500,3.6
6037139503,2.2
6037141101,2
6037236204,3.2
6037242000,2
6037504001,1
6037551300,1.8
6037553000,1.9
6037621102,2.2
6037109300,1.9
6037134303,1.2
6037234502,3
6037406300,1.3
6037574201,2.5
6037901007,2.8
6037901210,3.4
6037119002,1.3
6037237900,2
6037267300,2.2
6037407900,1.2
6037408005,1.5
6037462400,1.9
6037574800,1.8
6037920043,1.5
6037115104,1.5
6037124700,1.4
6037132001,2.4
6037134104,1.6
6037139301,1.8
6037189600,2.9
6037265602,2.1
6037273902,1.8
6037311100,1.7
6037406701,1.7
6037482102,1.9
6037570402,2.2
6037800202,1.9
6037185202,2.2
6037195400,1.4
6037403901,1.8
6037404802,2.2
6037407802,1.7
6037408724,2.1
6037433801,1.4
6037482701,2.1
6037502901,1.4
6037554514,1.3
6037602105,1.6
6037231400,1.9
6037262400,2.2
6037408212,1.9
6037480703,2.3
6037503103,2
6037503301,2.3
6037620521,2.9
6037128801,2.3
6037135113,2.1
6037218900,1.5
6037430400,1.7
6037463602,2
6037552200,1.5
6037603703,1.9
6037650003,2.8
6037701801,1.9
6037264301,1.6
6037461501,2.1
6037503202,2.2
6037702202,1.8
6037102104,1.7
6037113234,1.7
6037134302,3
6037240020,2
6037272100,1.7
6037407101,1.5
6037531902,1.8
6037920200,1.1
6037132002,2.7
6037186100,1.5
6037234600,1.5
6037293302,1.7
6037301100,1.4
6037403320,1.6
6037480012,1.9
6037602505,2
6037106111,1.5
6037106520,1.3
6037119800,1.2
6037141500,2.7
6037189400,2.3
6037194102,1.9
6037262200,1.5
6037311801,3.5
6037432300,1.7
6037700501,1.9
6037901209,4
6037123304,2.1
6037234700,2.5
6037400205,2.4
6037402904,1.9
6037540800,1.7
6037551402,2.2
6037552900,1.4
6037553802,1.3
6037570002,2.1
6037603301,2.4
6037108102,1.9
6037269000,1.8
6037407801,1.4
6037463601,1.8
6037502005,1.9
6037543903,1.7
6037553901,1.4
6037702803,2.4
6037920326,1.8
6037408401,2.3
6037482402,1.9
6037503602,1.9
6037554700,1.3
6037575401,2.3
6037600702,2.4
6037121010,1.8
6037127210,1.6
6037141700,2.5
6037183222,2.3
6037221500,2.6
6037241202,1.8
6037293301,2.4
6037402301,1.9
6037406000,1.5
6037460600,1.6
6037552601,1.9
6037910001,1.7
6037920032,2.2
6037294110,2.7
6037405900,2
6037482702,1.7
6037530202,2.1
6037554519,1.7
6037572500,2.5
6037600501,2.2
6037650004,1.7
6037701601,1.5
6037113101,1.6
6037231600,1.4
6037297110,1.5
6037461300,1.4
6037462800,2.9
6037532101,2.4
6037573004,3.6
6037621204,2.5
6037701000,2.3
6037135203,1.2
6037139001,2
6037265520,1.7
6037300502,2
6037404201,3.6
6037408134,2.5
6037408135,2.5
6037502301,1.6
6037554204,2.6
6037600502,3.7
6037601001,4.4
6037620002,3
6037106113,2.3
6037460700,1.9
6037482800,1.9
6037700802,2.5
6037910601,1.4
6037128910,2.4
6037220000,2
6037261200,2
6037406800,1.9
6037461600,1.5
6037603801,2.1
6037700801,2.7
6037119900,2
6037274100,2.8
6037301900,1.2
6037401102,2.5
6037432102,1.2
6037481901,1.1
6037543000,2.6
6037570702,2.6
6037701302,1.8
6037920044,2.3
6037920104,2
6037139801,2.3
6037218400,1.6
6037543801,1.6
6037552001,1.6
6037700101,2.1
6037701502,2.4
6037910501,2.1
6037181500,2.5
6037275102,2
6037401101,2.4
6037403402,1.6
6037408624,1.9
6037430600,1.8
6037543802,1.4
6037577400,2.8
6037232300,2.3
6037272302,2.3
6037400403,1.8
6037431502,2
6037554517,1.3
6037576301,2.1
6037910206,2.4
6037910602,3.2
6037121802,3.1
6037402405,2.5
6037403318,1
6037232500,2.4
6037403312,1.8
6037431600,1.6
6037481002,1.8
6037501002,1.6
6037620303,2.1
6037650401,1.6
6037670001,2.7
6037297202,2.1
6037311802,4
6037320202,1.8
6037265700,1.6
6037540203,2.3
6037602507,2.3
6037650501,2.4
6037109200,3.2
6037128802,1.9
6037293201,1.3
6037464100,1.8
6037552302,2.7
6037554301,3
6037601100,1.9
6037124201,4.5
6037131800,1.3
6037137000,1.8
6037431002,2.5
6037106643,1.9
6037131600,1.7
6037191420,5.8
6037276400,1.9
6037407102,1.5
6037433700,1.8
6037480002,2.3
6037504101,1.5
6037550602,1.5
6037602301,1.6
6037900607,2.9
6037920039,3.3
6037113421,1.2
6037460900,1.6
6037503302,1.3
6037621326,2
6037132300,1.6
6037402102,2.4
6037544001,2.2
6037101400,1.7
6037134101,1.6
6037143300,1.4
6037211921,5.6
6037480201,2.2
6037501400,4.9
6037543400,2
6037551401,2
6037910201,2.9
6037125320,2.5
6037275603,3.2
6037408628,1.3
6037430701,1.1
6037431100,1.5
6037503201,2.1
6037543703,2.9
6037111100,2.2
6037113321,1.9
6037113401,1.4
6037131200,2.8
6037402001,4.1
6037460502,1.7
6037532304,2.6
6037920109,1.5
6037137401,2.2
6037235201,2.3
6037235202,2.3
6037408136,2.5
6037575002,1.9
6037920030,1.9
6037108201,2
6037111201,2.5
6037132101,2.4
6037195100,1.9
6037235100,1.9
6037238000,2
6037403000,1.7
6037137501,1.8
6037463200,2.1
6037603001,1.4
6037603400,1.9
6037920106,2.4
6037541002,2.6
6037576403,2.1
6037602402,1.8
6037670403,2
6037106645,2.2
6037232400,1.7
6037400800,0.9
6037402002,2.2
6037503901,2.3
6037553502,2.7
6037571400,2.3
6037600302,3.6
6037106010,2.2
6037236203,4.3
6037267901,3.6
6037408625,2.1
6037430801,1.8
6037462900,2.3
6037480600,1.5
6037543604,1.7
6037571300,1.6
6037117303,2.5
6037236202,2.4
6037404504,2.2
6037405800,1.6
6037461100,1.7
6037502801,1.2
6037920118,1.5
6037113303,2.4
6037131400,1.3
6037134103,2.4
6037302401,1.9
6037406412,2.5
6037430101,1.3
6037431501,1.7
6037500900,1.8
6037108103,2.9
6037108202,2.1
6037139702,1.8
6037207301,1.9
6037264302,1.8
6037310702,1.8
6037404100,1.3
6037502401,2
6037576802,2.9
6037900606,3.7
6037402101,2.8
6037550901,2.9
6037551202,1.8
6037600202,1.6
6037602700,2.6
6037800203,1.3
6037910807,1.4
6037920331,2.6
6037570100,2.6
6037600801,3.4
6037600911,2.5
6037900704,3.2
6037920038,2.4
6037113301,2.2
6037264000,2.8
6037403408,1.2
6037462301,2.1
6037701902,2.9
6037920114,2.7
6037403401,1.6
6037404000,1.8
6037482001,2.9
6037600902,2.1
6037271400,2.2
6037271500,3
6037274202,2.5
6037320100,1.4
6037501900,2.3
6037570502,2.6
6037703001,1.6
6037131900,2.1
6037291300,2.1
6037460000,1.7
6037541200,1.6
6037141400,1.7
6037503106,3.3
6037135114,2.8
6037400302,2.4
6037570602,1.6
6037910808,2.5
6037103101,3.3
6037111205,3.9
6037122000,1.7
6037131702,2
6037207302,2.3
6037219300,2.7
6037403403,1.9
6037552800,1.5
6037276601,2
6037408302,1.9
6037530003,2.4
6037600802,3
6037910706,2.2
6037133100,1.6
6037301601,2.4
6037570204,2.7
6037574902,2.1
6037700300,1.7
6037920016,1.7
6037190301,2.1
6037403323,1.5
6037405302,1.6
6037463700,3.2
6037910713,3.2
6037111204,1.2
6037138000,1.9
6037293304,3.3
6037462500,1.7
6037572600,1.8
6037600400,2.8
6037603802,3.6
6037102107,2.1
6037185100,1.6
6037234000,1.7
6037401201,2.7
6037401603,3.4
6037401703,1.8
6037550100,1.5
6037577300,2.2
6037125100,1.9
6037139401,3.7
6037431700,1.7
6037570603,2.8
6037901003,1
6037291210,1.9
6037300301,2
6037403902,1.9
6037430501,2.1
6037571502,2.7
6037620101,2.1
6037650605,3.6
6037651402,1.5
6037701802,2.3
6037401704,1.6
6037535802,1.6
6037109604,2.8
6037111206,1.7
6037237300,2.4
6037460501,1.9
6037572900,2.4
6037701201,2.4
6037702801,2.3
6037405500,1.1
6037500404,2
6037536200,1.5
6037650901,2.1
6037460800,2.9
6037480802,3.5
6037550800,1.9
6037573403,3.7
6037601303,2.2
6037296402,2.9
6037530005,2.2
6037910707,2.3
6037128500,2.2
6037403317,1.9
6037482522,1.9
6037403702,2
6037430003,2
6037431001,2
6037603102,2.6
6037296600,2.3
6037620601,2.2
6037670416,2.2
6037406602,1.6
6037542200,1.5
6037602302,2.8
6037900602,2.6
6037552700,1.5
6037554406,2
6037554802,1.7
6037139302,2.5
6037143800,2.8
6037297300,4.3
6037463500,1.7
6037543502,1.8
6037920029,2.9
6037311600,1.6
6037432601,1.4
6037603702,1.9
6037702300,1.6
6037113322,3
6037571503,2.8
6037621201,1.8
6037621400,2.3
6037103300,2.7
6037133000,2.6
6037141302,2.9
6037310800,2.1
6037404301,2
6037602506,2.6
6037113232,2.2
6037137302,1.7
6037143602,2.3
6037234300,2.6
6037237800,3.9
6037401001,2.4
6037405301,3.1
6037482002,1.6
6037670407,1.8
6037113213,2.3
6037115202,2.1
6037117302,1.7
6037401311,2.6
6037406601,1.6
6037406901,2.5
6037503402,2.2
6037570003,3
6037575103,2.4
6037620001,1.9
6037300200,2.1
6037501200,1.9
6037503801,3.2
6037554515,1.9
6037901008,3
6037275302,2
6037276604,2.2
6037408303,2.8
6037408626,2.1
6037571102,2.6
6037577000,1.9
6037601212,2.4
6037621301,2
6037900300,2.5
6037900505,3.4
6037125501,4.6
6037554001,2.9
6037620102,2.6
6037113422,2
6037134423,2.6
6037275311,1.8
6037650604,2.2
6037115201,2.1
6037123800,2.5
6037407301,2.1
6037800101,1.6
6037800324,1.6
6037109601,2
6037407001,1.7
6037271701,2
6037300800,1.8
6037400402,2.1
6037430301,1.5
6037620702,1.8
6037920334,2
6037570902,2.9
6037900508,2.6
6037400900,2.4
6037403321,1.2
6037462201,2.6
6037571701,3.4
6037572001,2.4
6037261102,2.7
6037275400,2.7
6037406102,2.1
6037571101,2.1
6037460302,1.9
6037480702,2.5
6037570202,2.3
6037572700,2.1
6037576200,2.2
6037602103,2.4
6037650603,2.4
6037650800,1.5
6037900608,3
6037502700,1.5
6037503701,1.9
6037920338,2.1
6037431400,2.7
6037900507,2.2
6037217100,2.8
6037311200,3.4
6037407200,2
6037551900,2.2
6037603101,2.4
6037700400,3.5
6037920115,2.9
6037238100,2.4
6037603600,2.3
6037135102,2.6
6037238200,3.8
6037310300,3.2
6037576801,3.8
6037910715,1.9
6037297500,2.6
6037403319,2.6
6037430002,1.7
6037553100,1.2
6037800408,1.5
6037405400,2.9
6037461000,1.6
6037555103,2.1
6037910711,2.3
6037464200,1.9
6037401002,2.8
6037621001,2.1
6037430803,1.7
6037137103,2.7
6037403304,1.8
6037464000,2.3
6037401203,2
6037555202,2.9
6037134422,2.2
6037408631,2
6037576501,4.6
6037900703,2.7
6037106112,2.3
6037405600,1.6
6037670002,3.2
6037700600,2.5
6037401902,2.1
6037408504,2.2
6037501300,2.2
6037501600,1.7
6037143400,1.9
6037620305,2.8
6037543503,1.5
6037236400,2.5
6037296902,2.8
6037408705,2
6037620501,1.9
6037670201,2.4
6037262501,3.8
6037403721,2.2
6037503601,2.3
6037101122,4.1
6037500202,2
6037574100,1.8
6037920042,1.9
6037104103,3.1
6037277000,2.1
6037504002,2.4
6037551800,1.8
6037571504,2.2
6037920112,2.7
6037115301,2.4
6037603302,3
6037670405,4
6037920028,2.1
6037296300,3
6037602200,2
6037920034,3.9
6037297400,2.2
6037403801,1.6
6037132102,2.1
6037265100,4
6037403802,1.8
6037502100,2.4
6037570800,1.9
6037920015,2
6037132700,3.3
6037402200,1.9
6037115101,1.9
6037103400,2.9
6037111301,1.8
6037236000,2.9
6037550500,2.5
6037551000,1.7
6037576502,2.5
6037670413,1.9
6037920045,3.2
6037480500,2.7
6037574000,1.6
6037900701,2.6
6037482600,2
6037554521,1.7
6037600704,3.6
6037543501,2
6037920329,2.8
6037407702,2
6037543306,1.9
6037554512,1.8
6037276603,1.9
6037702600,2
6037910603,2.4
6037920313,2.1
6037651102,2.3
6037300600,1.5
6037603900,2.7
6037621324,3
6037920035,3.2
6037137502,2.7
6037262706,3.7
6037503802,2.2
6037620301,2.2
6037670411,3.4
6037800325,3.2
6037111202,2.4
6037403316,2.3
6037461200,2.5
6037701304,2.2
6037900605,2.3
6037400207,1.9
6037401500,1.8
6037570001,1.9
6037570501,2.3
6037577200,1.9
6037920108,2.5
6037500100,2.7
6037670326,2.6
6037111302,2.3
6037124000,2.7
6037275602,1.7
6037554522,2.1
6037601302,2.3
6037604100,2.9
6037800332,1.8
6037910716,2.7
6037403703,2.3
6037503502,2.8
6037577100,2.3
6037920116,2.5
6037577501,2.7
6037401304,2.2
6037573800,2.1
6037650502,2.5
6037405702,2.2
6037700200,1.9
6037670328,2.2
6037800102,2.1
6037620522,2.5
6037910209,2.2
6037106406,2.5
6037460301,2.7
6037300400,2.5
6037571800,3.3
6037600601,3.8
6037702102,2.5
6037430302,2.3
6037503501,2.1
6037910002,1.8
6037403722,2.2
6037670100,1.7
6037463800,2.6
6037670324,2.5
6037800326,1.8
6037503702,2
6037576601,3.3
6037104124,2.7
6037463400,2.5
6037576001,2.2
6037550300,1.9
6037920312,2.4
6037503902,2
6037573402,3
6037910813,2.7
6037920020,2
6037620602,2.7
6037650902,3.1
6037650101,2.6
6037103200,2.7
6037295103,3.1
6037650200,1.8
6037910805,3.1
6037651101,2.2
6037402600,2.7
6037920017,2.4
6037181000,2.6
6037310900,3
6037401701,2.6
6037502200,1.7
6037400304,2.1
6037540902,2.1
6037570901,1.9
6037503401,2.4
6037401202,2.5
6037900805,2.5
6037554518,2.1
6037650702,2
6037300100,2.5
6037650300,2.7
6037408402,1.8
6037543100,2.1
6037574300,2.2
6037621104,2.4
6037920013,1.9
6037300901,2.7
6037651222,2.3
6037400404,2.7
6037432500,1.9
6037920111,3.2
6037236100,3.3
6037400204,2.4
6037651201,2.1
6037574400,2
6037920102,2.4
6037139701,2.8
6037620400,2.4
6037106020,2.7
6037460100,1.8
6037900705,3.2
6037276100,3
6037401602,2.7
6037901011,2.6
6037206020,1
6037500700,1.8
6037650001,2
6037143100,4.1
6037430502,1.9
6037572201,2.8
6037651304,3.7
6037573700,2.3
6037577602,2.8
6037920330,3.7
6037463900,3.2
6037670003,2.8
6037651001,1.9
6037400206,2.5
6037502601,2.2
6037651002,3
6037910208,2.1
6037310100,2.9
6037620800,2.3
6037500201,1.8
6037900900,2.7
6037900609,3.5
6037570701,2.3
6037297000,2.8
6037137201,3.2
6037573100,2.6
6037701402,3.7
6037406500,2.8
6037910301,3.4
6037901010,2.9
6037311500,3.3
6037650602,2.1
6037670702,3
6037571900,2.8
6037900104,2.9
6037238400,5.9
6037297601,4.7
6037575902,2.8
6037900501,1.8
6037900504,2.3
6037901101,3
6037651302,2.2
6037900803,2.5
6037503703,1.7
6037900103,3.1
6037910804,4.2
6037576602,4.2
6037111400,2.5
6037460200,2.8
6037911001,4.1
6037543321,2.5
6037300701,2.8
6037408503,1.7
6037702901,2.6
6037901213,3
6037553200,2.4
6037577603,1.6
6037543603,2.7
6037403600,3.1
6037910705,2.6
6037262604,2.9
6037276000,3
6037401601,2.8
6037901009,2.1
6037571000,2.4
6037543602,2
6037137402,3.6
6037910207,2.7
6037901102,2.5
6037401312,2.9
6037703200,3
6037910302,3.4
6037910202,2.6
6037571200,2.9
6037574500,2.7
6037670701,2.8
6037910401,3
6037311700,2.7
6037620701,3.5
6037910210,3.6
6037543304,2.6
6037703002,3.3
6037703100,4
6037572002,4
6037602600,2.2
6037573601,3.4
6037701100,24.8
6037920031,2.8
6037206300,5.2
6037543322,3.4
6037670602,3
6037401800,3.2
6037601401,11.3
6037901004,2.3
6037901205,2.6
