GEOID,Veteran_Percent_EST
6037404802,3.8
6037404803,2.3
6037404901,1.1
6037404902,2
6037404903,3.1
6037405001,2
6037405002,1.1
6037405101,2.2
6037405102,2.2
6037405201,1.3
6037405202,2
6037405203,2.6
6037405301,7.6
6037405302,3.9
6037405400,5.4
6037405500,3.6
6037405600,5.1
6037405701,1.6
6037405702,6.8
6037405800,3.8
6037405900,4.6
6037406000,3.6
6037406101,3.6
6037406102,4.5
6037406200,2.6
6037406300,2.8
6037406402,5.7
6037406411,4.1
6037406412,8.5
6037406500,6.9
6037406601,4.4
6037406602,4.3
6037406701,5.2
6037406702,2.6
6037406800,3.7
6037406901,5.6
6037406902,1.9
6037407001,4.1
6037407002,3.3
6037407101,3.8
6037407102,3.5
6037407200,3.9
6037407301,5.2
6037407302,3.2
6037407400,4.6
6037407501,2.2
6037407502,2.3
6037407601,2
6037407602,2.9
6037407701,2.6
6037407702,4.8
6037407801,3.2
6037407802,4.4
6037407900,2.4
6037408003,3.2
6037408004,3.7
6037408005,3.3
6037408006,2.8
6037408133,2.2
6037408134,6.1
6037408135,4.8
6037408136,5.3
6037408137,3.8
6037408138,1.6
6037408139,2.7
6037408140,2.7
6037408141,1.4
6037408202,0.4
6037408211,1.9
6037408212,2.9
6037408301,1.1
6037408302,5.3
6037408303,5.6
6037408401,4.1
6037408402,6.1
6037408501,1.5
6037408503,7.2
6037408504,5.9
6037408505,4.6
6037408623,4.6
6037408624,5.5
6037408625,5.3
6037408626,5.1
6037408627,4.3
6037408628,3.5
6037408629,4.5
6037408630,2.8
6037408631,5.3
6037408703,1.3
6037408704,4
6037408705,5.1
6037408706,4.3
6037408722,2.2
6037408723,3.7
6037408724,3.4
6037408800,3.5
6037430002,4
6037430003,5
6037430101,4
6037430102,2.8
6037430200,5
6037430301,5.7
6037430302,6.2
6037430400,3.6
6037430501,5.7
6037430502,5.7
6037430600,4.1
6037430701,3.7
6037430721,2.6
6037430723,2.7
6037430724,2.5
6037430801,3.2
6037430802,1.4
6037430803,5.2
6037430901,3.1
6037430902,2.8
6037431001,3.3
6037431002,6
6037431100,2.9
6037431200,2.2
6037431300,3.5
6037431400,6.4
6037431501,4.6
6037431502,4.5
6037431600,4.3
6037431700,3.8
6037431800,2.5
6037431900,1.5
6037432000,1.8
6037432101,2.9
6037432102,3.2
6037432201,1.9
6037432202,3
6037432300,3.9
6037432401,2.1
6037432402,1.8
6037432500,4.5
6037432601,3.5
6037432602,1.5
6037432700,1.9
6037432801,2.9
6037432802,0.3
6037432901,2.7
6037432902,3.4
6037433101,2.2
6037433102,1.7
6037433200,1.5
6037433302,2.3
6037433304,0.2
6037433305,0.2
6037433306,0.4
6037433307,2.5
6037433401,1.8
6037433402,1.5
6037433403,0.8
6037433501,2.1
6037433503,1.1
6037433504,0.6
6037433601,1.7
6037433602,2.5
6037433700,4.9
6037433801,2.8
6037433802,4.1
6037433901,1
6037433902,1.9
6037434001,2.7
6037434003,0.5
6037434004,0.9
6037460000,4.6
6037460100,6.2
6037460200,8.1
6037460301,8
6037460302,5.6
6037460401,5.7
6037460501,4.4
6037460502,4.9
6037460600,4
6037460700,3.9
6037460800,7.8
6037460900,2.8
6037461000,4.3
6037461100,4.2
6037461200,6.5
6037461300,2.4
6037461400,2
6037461501,4.1
6037461502,2.2
6037461600,2.9
6037461700,3.7
6037461901,1.9
6037461902,5.7
6037462001,2.6
6037462002,2.4
6037462100,2.2
6037462201,6.5
6037462202,0.9
6037462301,4.8
6037462302,1.4
6037462400,3.9
6037462500,3.4
6037462600,6.1
6037462700,2.4
6037462800,6.1
6037462900,5.5
6037463000,3.5
6037463101,5.8
6037463102,2.2
6037463200,5.8
6037463300,5.1
6037463400,5.7
6037463500,3.6
6037463601,2.7
6037463602,2.5
6037463700,7.5
6037463800,9.1
6037463900,11.5
6037464000,4.6
6037464100,2.7
6037464200,5
6037480002,5.6
6037480011,2.7
6037480012,3.4
6037480101,3.3
6037480102,2.8
6037480201,5.2
6037480202,3.7
6037480302,3.2
6037480303,2.1
6037480304,1.5
6037480400,2.6
6037480500,6.2
6037480600,2.7
6037480702,6.2
6037480703,4.7
6037480704,3.5
6037480802,6.8
6037480803,3.7
6037480804,2.2
6037480901,2.7
6037480902,2.4
6037480903,2
6037481001,2.1
6037481002,3
6037481101,3.1
6037481102,1.6
6037481103,1.5
6037481201,1.7
6037481202,1.4
6037481300,1.9
6037481401,1.2
6037481402,0.9
6037481500,2.4
6037481603,2.6
6037481604,2.7
6037481605,3.2
6037481606,1.3
6037481711,2.4
6037481712,0.9
6037481713,1.1
6037481714,1
6037481800,4.2
6037481901,2.8
6037481902,4.2
6037482001,7.2
6037482002,3.7
6037482101,2.5
6037482102,5.1
6037482201,2.4
6037482202,2
6037482301,1.7
6037482303,0.7
6037482304,1.2
6037482401,1.8
6037482402,2.3
6037482502,2
6037482503,0.9
6037482521,1.6
6037482522,4.7
6037482600,4.3
6037482701,3.6
6037482702,6.5
6037482800,4
6037500100,8.1
6037500201,6.4
6037500202,6.2
6037500300,2.6
6037500402,1.8
6037500403,3.2
6037500404,4.8
6037500500,2
6037500600,1.8
6037500700,6.4
6037500800,1.7
6037500900,3.7
6037501001,1.9
6037501002,3.8
6037501200,5.4
6037501300,4.3
6037501400,5
6037501501,5.2
6037501503,3.2
6037501504,4
6037501600,3.6
6037501700,3.2
6037501802,3.6
6037501803,3
6037501804,2.5
6037501900,5.5
6037502003,2.6
6037502004,1.5
6037502005,3.8
6037502100,5.7
6037502200,5.8
6037502301,3
6037502302,2.3
6037502401,4.2
6037502402,4.1
6037502500,2.8
6037502601,5.9
6037502602,1.8
6037502700,4
6037502801,3.3
6037502802,3.1
6037502901,2.9
6037502902,2.3
6037503000,1.7
6037503103,3.3
6037503104,5
6037503105,3.2
6037503106,6.5
6037503201,4.9
6037503202,3.4
6037503301,5.4
6037503302,3
6037503401,5.9
6037503402,6.4
6037503501,5.8
6037503502,8
6037503601,6.9
6037503602,3.9
6037503701,5.2
6037503702,6.8
6037503703,5.5
6037503801,6.7
6037503802,6.4
6037503901,7.2
6037503902,8.1
6037504001,2.4
6037504002,5.9
6037504101,3.8
6037504102,0
6037530003,6.4
6037530004,4
6037530005,5.2
6037530006,3.5
6037530101,1.5
6037530102,2.8
6037530202,4
6037530203,3.5
6037530204,0.4
6037530301,4.1
6037530302,1.7
6037530400,2.9
6037530500,2.1
6037530601,1.8
6037530602,5.8
6037530700,0.9
6037530801,2.2
6037530802,1.7
6037530901,0.9
6037530902,0.3
6037531000,1.5
6037531101,0.7
6037531102,0.5
6037531201,1.4
6037531202,0.3
6037531301,1.1
6037531302,0.4
6037531502,1.6
6037531503,0.8
6037531504,2.3
6037531602,0.7
6037531603,1.4
6037531604,0.9
6037531701,0.7
6037531702,1.9
6037531800,1.5
6037531901,1.2
6037531902,4
6037532001,1.5
6037532002,2.2
6037532101,3.1
6037532102,1.1
6037532200,2.1
6037532302,1.7
6037532303,1.9
6037532304,5
6037532400,0
6037532500,1
6037532603,0.5
6037532604,0.4
6037532605,2.4
6037532606,1.8
6037532700,1.1
6037532800,0.3
6037532900,2
6037533001,1
6037533002,0.2
6037533103,0.5
6037533104,0.6
6037533105,0.8
6037533106,0.3
6037533107,1.1
6037533201,1
6037533202,0.2
6037533203,1
6037533300,0.9
6037533401,0.4
6037533402,0
6037533403,0.9
6037533501,0
6037533502,0.5
6037533503,1.5
6037533601,0.9
6037533602,1
6037533603,1.6
6037533701,1.2
6037533702,0.7
6037533703,0.1
6037533803,1.6
6037533804,1.9
6037533805,0.4
6037533806,0
6037533901,0.9
6037533902,0.2
6037534001,0.6
6037534002,0.9
6037534101,2.8
6037534102,0.4
6037534201,1.1
6037534202,0.8
6037534203,0.9
6037534301,0.5
6037534302,1.1
6037534403,0.2
6037534404,1
6037534405,0.7
6037534406,0.2
6037534501,0.9
6037534502,1.8
6037534700,0.9
6037534802,0.7
6037534803,1.8
6037534804,0.2
6037534900,0.7
6037535001,1.1
6037535002,1.3
6037535101,1.1
6037535102,0.8
6037535200,0.3
6037535300,1.3
6037535400,0
6037535501,0.6
6037535502,0.8
6037535503,1.2
6037535603,0.9
6037535604,0.4
6037535605,0.6
6037535606,2.7
6037535607,0.2
6037535701,1
6037535702,0.2
6037535802,3.7
6037535803,1
6037535804,1.3
6037535901,1.7
6037535902,1
6037536000,2
6037536102,4.2
6037536103,2.7
6037536104,1.2
6037536200,3.5
6037540000,2.4
6037540101,0.1
6037540102,1.9
6037540201,2
6037540202,1
6037540203,3.7
6037540300,1.5
6037540400,1.4
6037540501,0.9
6037540502,0.4
6037540600,2.5
6037540700,2.3
6037540800,3
6037540901,0.7
6037540902,7.8
6037541001,7.2
6037541002,6.7
6037541100,3.7
6037541200,3.7
6037541300,2.1
6037541400,0.4
6037541500,0
6037541603,1.9
6037541604,1.1
6037541605,2.2
6037541606,2.3
6037541700,1.5
6037541801,2.5
6037541802,1.2
6037542000,0.4
6037542103,1.5
6037542104,1.4
6037542105,0.4
6037542106,0.8
6037542200,3.7
6037542401,2.9
6037542402,1.7
6037542501,3.1
6037542502,3
6037542601,0.8
6037542602,2
6037542700,1.4
6037542800,4.9
6037542900,3.5
6037543000,4.4
6037543100,5.8
6037543201,3.5
6037543202,0.5
6037543304,9.7
6037543305,3.2
6037543306,4
6037543321,8.2
6037543322,9.9
6037543400,5.1
6037543501,4.4
6037543502,5.9
6037543503,4.8
6037543601,1.9
6037543602,6.3
6037543603,10.5
6037543604,3.7
6037543701,3.5
6037543702,1.2
6037543703,5.9
6037543801,3.5
6037543802,2.8
6037543903,4.6
6037543905,1.5
6037544001,4.3
6037544002,3
6037550000,6
6037550100,3.2
6037550201,3.9
6037550202,1.6
6037550300,4.7
6037550400,5.3
6037550500,4
6037550601,2.7
6037550602,4.3
6037550700,2.2
6037550800,3.2
6037550901,5.7
6037550902,2.8
6037551000,4.3
6037551101,2.4
6037551102,1.5
6037551201,2.1
6037551202,3
6037551300,3
6037551401,4.5
6037551402,3.9
6037551501,1.8
6037551502,3.8
6037551600,19.4
6037551700,2
6037551800,3.8
6037551900,5.3
6037552001,4.6
6037552002,4.4
6037552100,2
6037552200,3.2
6037552301,2.5
6037552302,4.8
6037552400,2.7
6037552601,3.4
6037552602,2.8
6037552700,3.6
6037552800,4.1
6037552900,2.6
6037553000,3.3
6037553100,4.6
6037553200,6.5
6037553300,2.2
6037553400,2.9
6037553502,5.2
6037553503,1.3
6037553504,1.7
6037553601,1.9
6037553602,2.4
6037553701,0.7
6037553702,0.3
6037553801,0.7
6037553802,3
6037553901,2.9
6037553902,2
6037554001,7.1
6037554002,1.8
6037554101,1.9
6037554103,2.9
6037554104,3.1
6037554105,2.7
6037554201,1.8
6037554203,1.4
6037554204,4.5
6037554301,5.6
6037554302,2.1
6037554403,3.1
6037554404,3
6037554405,4.1
6037554406,5.1
6037554511,3.3
6037554512,5.1
6037554513,3.5
6037554514,3.3
6037554515,6.3
6037554516,3.7
6037554517,4.2
6037554518,7
6037554519,4.7
6037554521,4.8
6037554522,6.2
6037554600,2.4
6037554700,3.9
6037554801,1.6
6037554802,3.8
6037554900,2.1
6037555001,1.8
6037555002,4
6037555102,1.2
6037555103,5.7
6037555104,3
6037555202,8.6
6037555211,1.7
6037555212,2.2
6037570001,6.5
6037570002,5.9
6037570003,5.9
6037570100,6.9
6037570202,4.8
6037570203,1.1
6037570204,5.7
6037570301,2.2
6037570303,3.7
6037570304,3.2
6037570402,4.8
6037570403,1
6037570404,1.5
6037570501,4.8
6037570502,3.9
6037570601,2.5
6037570602,3.8
6037570603,5.8
6037570701,6.5
6037570702,7.8
6037570800,5.8
6037570901,6.7
6037570902,7.3
6037571000,9.1
6037571101,6
6037571102,6.5
6037571200,6.8
6037571300,4.9
6037571400,4.6
6037571502,5.2
6037571503,6.5
6037571504,6.2
6037571600,3.5
6037571701,4.6
6037571703,2.7
6037571704,3.1
6037571800,10.7
6037571900,8.2
6037572001,4.9
6037572002,12.3
6037572100,9.5
6037572201,6.6
6037572202,2.9
6037572301,2.4
6037572302,3.5
6037572400,5.8
6037572500,5.5
6037572600,4.4
6037572700,5
6037572800,12.5
6037572900,4.6
6037573002,2.3
6037573003,5.1
6037573004,4.4
6037573100,6.1
6037573201,1.9
6037573202,1.6
6037573300,0.3
6037573401,2.5
6037573402,5.4
6037573403,6.6
6037573601,11.1
6037573700,8.6
6037573800,7.9
6037573902,4.8
6037574000,5.9
6037574100,5.8
6037574201,5.4
6037574202,5.9
6037574300,6.8
6037574400,7.9
6037574500,8.7
6037574601,0.2
6037574602,7.6
6037574700,44.8
6037574800,5.2
6037574901,4.2
6037574902,4
6037575001,3.2
6037575002,4.1
6037575101,2.2
6037575102,1.9
6037575103,5
6037575201,2
6037575202,0.9
6037575300,0.5
6037575401,3.8
6037575402,1.4
6037575500,0
6037575801,2.3
6037575802,3.2
6037575803,4.7
6037575901,2.8
6037575902,8
6037576001,5.7
6037576200,4.6
6037576301,4.7
6037576302,2.2
6037576401,1.5
6037576402,2.1
6037576403,4.7
6037576501,10
6037576502,6.7
6037576503,3
6037576601,6.5
6037576602,9.2
6037576700,3
6037576801,6.5
6037576802,5.5
6037576901,2.7
6037576903,2.7
6037576904,2.4
6037577000,3.4
6037577100,4.5
6037577200,5
6037577300,3.6
6037577400,5.5
6037577501,8.6
6037577504,7.5
6037577602,11.8
6037577603,5.9
6037577604,7.3
6037599000,3.6
6037599100,3
6037600100,1.8
6037600201,3.1
6037600202,3.6
6037600302,7.2
6037600303,1.8
6037600304,2.6
6037600400,5.5
6037600501,6.9
6037600502,8
6037600601,12.8
6037600602,1.7
6037600702,3.6
6037600703,5.1
6037600704,10.5
6037600801,6.4
6037600802,8.3
6037600902,3.6
6037600911,6.3
6037600912,0.6
6037601001,7.6
6037601002,2.6
6037601100,3.2
6037601202,1.4
6037601211,5.1
6037601212,4
6037601301,3.6
6037601302,4.7
6037601303,5.1
6037601401,18.2
6037601402,2.4
6037601501,0.8
6037601502,2.4
6037601600,1.3
6037601700,1
6037601801,1.4
6037601802,1.2
6037601900,0
6037602002,3.1
6037602003,2.2
6037602004,3.4
6037602103,4.1
6037602104,2.8
6037602105,3.8
6037602106,2
6037602200,4.1
6037602301,3.1
6037602302,7.3
6037602402,3.5
6037602403,2.4
6037602404,2.1
6037602504,2.8
6037602505,4.5
6037602506,6.9
6037602507,4.7
6037602508,1.3
6037602509,1.6
6037602600,7.3
6037602700,5.8
6037602801,1.8
6037602802,2.7
6037602900,2.7
6037603001,2.9
6037603004,5.2
6037603005,2.8
6037603006,3.6
6037603101,6.7
6037603102,6.4
6037603200,3.6
6037603301,4.2
6037603302,7.3
6037603400,4.8
6037603500,4.4
6037603600,6.2
6037603702,5
6037603703,6.1
6037603704,2.1
6037603801,3.8
6037603802,6.1
6037603900,4.5
6037604001,1.6
6037604002,2.2
6037604100,4.7
6037609900,4.5
6037620001,6.1
6037620002,5.4
6037620101,4.6
6037620102,7
6037620201,3.3
6037620301,7.6
6037620303,4.9
6037620305,4.9
6037620400,7.9
6037620501,5.1
6037620521,4.4
6037620522,7.1
6037620601,4.5
6037620602,6.8
6037620701,8.6
6037620702,3.9
6037620800,5.7
6037620901,5
6037620904,2.8
6037621001,6.2
6037621002,6.8
6037621004,3.1
6037621102,5.4
6037621104,5.4
6037621201,4
6037621204,4.9
6037621301,3.8
6037621324,8
6037621326,5.9
6037621400,5.5
6037650001,6.9
6037650003,5.3
6037650004,4.2
6037650101,6.2
6037650102,5.8
6037650200,6
6037650300,5.5
6037650401,4.2
6037650501,6.4
6037650502,7.5
6037650602,5.8
6037650603,7.1
6037650604,4.5
6037650605,7.9
6037650701,6.3
6037650702,7.8
6037650800,4.1
6037650901,3.9
6037650902,6
6037651001,7
6037651002,8.3
6037651101,7.1
6037651102,7.8
6037651201,8
6037651221,4.5
6037651222,6.4
6037651302,7.6
6037651304,8.1
6037651401,3.7
6037651402,3.8
6037670001,5.2
6037670002,7.4
6037670003,7.2
6037670100,4.9
6037670201,7.8
6037670202,4.5
6037670324,7.3
6037670326,9.5
6037670328,7
6037670403,7.8
6037670405,10.4
6037670406,3.2
6037670407,4.4
6037670411,7.7
6037670413,6.7
6037670416,5.8
6037670500,8.4
6037670602,10
6037670701,8
6037670702,8
6037700101,2.9
6037700102,2.4
6037700200,3.9
6037700300,3
6037700400,4.3
6037700501,3.6
6037700502,2.8
6037700600,5.9
6037700700,3.3
6037700801,3.3
6037700802,4.3
6037700901,3.1
6037700902,1.4
6037701000,3.2
6037701100,52
6037701201,6.4
6037701202,2.2
6037701302,3.3
6037701304,4.8
6037701402,6.1
6037701501,1.7
6037701502,4.2
6037701601,3.6
6037701602,2.7
6037701701,3
6037701702,3.2
6037701801,2.5
6037701802,4.8
6037701902,4
6037702002,1.5
6037702102,5.1
6037702201,2.9
6037702202,4.2
6037702300,3.5
6037702400,2.2
6037702501,0.7
6037702502,2.8
6037702600,5.2
6037702700,3.8
6037702801,4.5
6037702802,5.5
6037702803,5.4
6037702901,4.2
6037703001,3.5
6037703002,8.7
6037703100,10.8
6037703200,9.2
6037800101,4.6
6037800102,5.1
6037800202,2.9
6037800203,4
6037800204,2.5
6037800324,4.1
6037800325,9.2
6037800326,6.8
6037800327,1.9
6037800328,4.3
6037800329,2.2
6037800330,4.4
6037800331,4.7
6037800332,5.4
6037800406,4.9
6037800408,3.7
6037800410,1.7
6037800504,5
6037800506,3.4
6037900102,7.4
6037900103,8.9
6037900104,8.6
6037900201,12.4
6037900300,5.8
6037900501,7.5
6037900504,7.7
6037900505,8.4
6037900506,3.8
6037900507,4.3
6037900508,9.2
6037900602,4.9
6037900605,5
6037900606,6.9
6037900607,6.1
6037900608,8.2
6037900609,9.6
6037900701,7.6
6037900703,7.2
6037900704,8.2
6037900705,10.3
6037900803,5.7
6037900804,5.1
6037900805,8.1
6037900806,3.3
6037900900,10.9
6037901003,4
6037901004,9.7
6037901007,7.8
6037901008,9.5
6037901009,9.5
6037901010,8.4
6037901011,8
6037901101,9.1
6037901102,9.9
6037901205,10.5
6037901209,11.4
6037901210,9.1
6037901213,13
6037910001,3.1
6037910002,5.1
6037910101,2.5
6037910201,5.4
6037910202,10.5
6037910205,7.9
6037910206,6
6037910207,9.4
6037910208,7.3
6037910209,7.8
6037910210,8.9
6037910301,11.5
6037910302,10.3
6037910401,8.7
6037910402,5
6037910403,1.3
6037910404,3.8
6037910501,4.7
6037910502,2.8
6037910504,3.9
6037910505,3.9
6037910601,3.1
6037910602,5.3
6037910603,5.2
6037910605,2.9
6037910606,4.8
6037910705,4.9
6037910706,4.4
6037910707,6
6037910709,6.5
6037910711,3.8
6037910712,4.8
6037910713,4.6
6037910714,1.6
6037910715,4.8
6037910716,6.3
6037910804,14.1
6037910805,7.3
6037910807,3.5
6037910808,6.7
6037910809,5.7
6037910810,4.5
6037910811,0
6037910812,14.4
6037910813,8.9
6037911001,11.1
6037920011,10.5
6037920012,7.1
6037920013,7.6
6037920015,5.7
6037920016,5.2
6037920017,8
6037920018,6.8
6037920020,5.5
6037920023,2.2
6037920026,13.4
6037920028,5
6037920029,7.3
6037920030,3.7
6037920031,10.1
6037920032,5.8
6037920033,11.9
6037920034,9
6037920035,4.5
6037920036,3.8
6037920037,2.2
6037920038,5.3
6037920039,10.7
6037920040,4.1
6037920041,4.9
6037920042,4.1
6037920043,3
6037920044,7.1
6037920045,6.9
6037920102,7.8
6037920104,6.3
6037920106,6.4
6037920107,2.8
6037920108,7.6
6037920109,3.8
6037920110,2.8
6037920111,13.5
6037920112,6.9
6037920114,3.7
6037920115,7.2
6037920116,7.1
6037920118,3.7
6037920119,4
6037920200,2.5
6037920303,1.1
6037920312,6.9
6037920313,6
6037920314,4.3
6037920322,3.5
6037920326,2.7
6037920328,5.7
6037920329,5.9
6037920330,7.8
6037920331,5.6
6037920332,4.1
6037920334,4.2
6037920336,1.3
6037920337,1.4
6037920338,5.1
6037920339,2.2
6037930101,15.6
6037930200,2.4
6037930301,5.4
6037980001,-
6037980002,-
6037980003,-
6037980004,-
6037980005,-
6037980006,-
6037980007,-
6037980008,0
6037980009,0
6037980010,8.6
6037980013,-
6037980014,-
6037980015,8.4
6037980018,-
6037980019,0
6037980020,-
6037980021,0
6037980022,-
6037980023,-
6037980024,2.7
6037980025,-
6037980026,25
6037980028,-
6037980030,-
6037980031,8.3
6037980033,100
6037990100,-
6037990200,-
6037990300,-