GEOID,Civilian_EST,Tot1,Veteran_EST,Tot2
6037531901,4588,4641,53,4641
6037531902,3312,3445,133,3445
6037532001,2331,2367,36,2367
6037532002,2513,2569,56,2569
6037532101,4596,4737,141,4737
6037532102,3048,3082,34,3082
6037532200,4864,4968,104,4968
6037532302,3520,3581,61,3581
6037532303,3593,3660,67,3660
6037532304,3205,3365,160,3365
6037532400,45,45,0,45
6037532500,2952,2981,29,2981
6037532603,2211,2222,11,2222
6037532604,1943,1951,8,1951
6037532605,2828,2896,68,2896
6037532606,3365,3426,61,3426
6037532700,2234,2259,25,2259
6037532800,2591,2599,8,2599
6037532900,4643,4734,91,4734
6037533001,2985,3015,30,3015
6037533002,1871,1875,4,1875
6037533103,2182,2193,11,2193
6037533104,2868,2884,16,2884
6037533105,1770,1785,15,1785
6037533106,1211,1215,4,1215
6037533107,2474,2501,27,2501
6037533201,1999,2018,19,2018
6037533202,2032,2036,4,2036
6037533203,1397,1411,14,1411
6037533300,2241,2262,21,2262
6037533401,3902,3919,17,3919
6037533402,2837,2837,0,2837
6037533403,2187,2207,20,2207
6037533501,2241,2241,0,2241
6037533502,1479,1487,8,1487
6037533503,1527,1550,23,1550
6037533601,3241,3269,28,3269
6037533602,3863,3900,37,3900
6037533603,4859,4936,77,4936
6037533701,2218,2244,26,2244
6037533702,2670,2689,19,2689
6037533703,3131,3135,4,3135
6037533803,4396,4468,72,4468
6037533804,3401,3464,63,3464
6037533805,2734,2746,12,2746
6037533806,2488,2488,0,2488
6037533901,4253,4291,38,4291
6037533902,2720,2726,6,2726
6037534001,3595,3616,21,3616
6037534002,3228,3256,28,3256
6037534101,1535,1578,43,1578
6037534102,4363,4379,16,4379
6037534201,3034,3068,34,3068
6037534202,3783,3813,30,3813
6037534203,2398,2420,22,2420
6037534301,3162,3179,17,3179
6037534302,2420,2446,26,2446
6037534403,2209,2214,5,2214
6037534404,2543,2569,26,2569
6037534405,2713,2732,19,2732
6037534406,3306,3314,8,3314
6037534501,3949,3986,37,3986
6037534502,3525,3587,62,3587
6037534700,3625,3658,33,3658
6037534802,2285,2300,15,2300
6037534803,3418,3480,62,3480
6037534804,2896,2902,6,2902
6037534900,4422,4454,32,4454
6037535001,3040,3072,32,3072
6037535002,2563,2596,33,2596
6037535101,5444,5504,60,5504
6037535102,3368,3394,26,3394
6037535200,4383,4397,14,4397
6037535300,4177,4232,55,4232
6037535400,2058,2058,0,2058
6037535501,2653,2670,17,2670
6037535502,3773,3803,30,3803
6037535503,1764,1785,21,1785
6037535603,2565,2589,24,2589
6037535604,3079,3090,11,3090
6037535605,3327,3348,21,3348
6037535606,1398,1436,38,1436
6037535607,3367,3375,8,3375
6037535701,4396,4442,46,4442
6037535702,3781,3790,9,3790
6037535802,4968,5154,186,5154
6037535803,3344,3377,33,3377
6037535804,3909,3960,51,3960
6037535901,3923,3990,67,3990
6037535902,5262,5314,52,5314
6037536000,2668,2722,54,2722
6037536102,2580,2688,108,2688
6037536103,4317,4435,118,4435
6037536104,2958,2993,35,2993
6037536200,5359,5547,188,5547
6037540000,5165,5287,122,5287
6037540101,4872,4878,6,4878
6037540102,5103,5200,97,5200
6037540201,1361,1388,27,1388
6037540202,4689,4737,48,4737
6037540203,4096,4248,152,4248
6037540300,3789,3846,57,3846
6037540400,1652,1675,23,1675
6037540501,5354,5404,50,5404
6037540502,4301,4320,19,4320
6037540600,3112,3191,79,3191
6037540700,2400,2456,56,2456
6037540800,4521,4657,136,4657
6037540901,3488,3511,23,3511
6037540902,3846,4146,300,4146
6037541001,852,913,61,913
6037541002,2450,2614,164,2614
6037541100,2408,2498,90,2498
6037541200,4764,4939,175,4939
6037541300,4088,4175,87,4175
6037541400,4911,4929,18,4929
6037541500,4184,4184,0,4184
6037541603,2266,2308,42,2308
6037541604,4199,4246,47,4246
6037541605,3890,3975,85,3975
6037541606,1720,1759,39,1759
6037541700,4686,4755,69,4755
6037541801,3907,4004,97,4004
6037541802,3925,3973,48,3973
6037542000,3544,3557,13,3557
6037542103,2765,2806,41,2806
6037542104,2364,2397,33,2397
6037542105,3301,3315,14,3315
6037542106,2425,2444,19,2444
6037542200,5263,5457,194,5457
6037542401,3624,3730,106,3730
6037542402,2340,2379,39,2379
6037542501,3284,3386,102,3386
6037542502,3422,3523,101,3523
6037542601,2002,2018,16,2018
6037542602,4288,4372,84,4372
6037542700,4174,4231,57,4231
6037542800,2306,2419,113,2419
6037542900,2312,2393,81,2393
6037543000,3333,3478,145,3478
6037543100,5261,5567,306,5567
6037543201,2708,2802,94,2802
6037543202,3349,3366,17,3366
6037543304,4887,5361,474,5361
6037543305,2727,2815,88,2815
6037543306,6173,6423,250,6423
6037543321,4643,5026,383,5026
6037543322,5792,6368,576,6368
6037543400,3098,3256,158,3256
6037543501,5608,5856,248,5856
6037543502,3325,3521,196,3521
6037543503,4789,5021,232,5021
6037543601,2878,2933,55,2933
6037543602,6584,7001,417,7001
6037543603,3727,4120,393,4120
6037543604,4455,4621,166,4621
6037543701,2378,2462,84,2462
6037543702,5485,5553,68,5553
6037543703,2695,2854,159,2854
6037543801,4201,4347,146,4347
6037543802,5215,5362,147,5362
6037543903,2966,3103,137,3103
6037543905,3302,3353,51,3353
6037544001,3635,3792,157,3792
6037544002,2617,2695,78,2695
6037550000,1673,1773,100,1773
6037550100,5794,5977,183,5977
6037550201,2141,2224,83,2224
6037550202,4479,4551,72,4551
6037550300,6030,6312,282,6312
6037550400,1094,1152,58,1152
6037550500,6088,6333,245,6333
6037550601,4042,4152,110,4152
6037550602,3583,3738,155,3738
6037550700,5199,5315,116,5315
6037550800,5947,6136,189,6136
6037550901,2995,3165,170,3165
6037550902,4426,4548,122,4548
6037551000,5757,6002,245,6002
6037551101,2799,2867,68,2867
6037551102,3979,4040,61,4040
6037551201,2764,2821,57,2821
6037551202,5704,5874,170,5874
6037551300,4136,4261,125,4261
6037551401,3528,3686,158,3686
6037551402,3474,3610,136,3610
6037551501,3502,3565,63,3565
6037551502,3210,3333,123,3333
6037551600,31,37,6,37
6037551700,4507,4597,90,4597
6037551800,6245,6481,236,6481
6037551900,4086,4302,216,4302
6037552001,3207,3353,146,3353
6037552002,2789,2911,122,2911
6037552100,4809,4904,95,4904
6037552200,4148,4279,131,4279
6037552301,3423,3509,86,3509
6037552302,3205,3358,153,3358
6037552400,1870,1920,50,1920
6037552601,4103,4242,139,4242
6037552602,3420,3516,96,3516
6037552700,5348,5543,195,5543
6037552800,4348,4526,178,4526
6037552900,5329,5465,136,5465
6037553000,3792,3917,125,3917
6037553100,4742,4962,220,4962
6037553200,5960,6349,389,6349
6037553300,2779,2841,62,2841
6037553400,2607,2682,75,2682
6037553502,3186,3351,165,3351
6037553503,2088,2116,28,2116
6037553504,4162,4233,71,4233
6037553601,3390,3455,65,3455
6037553602,3595,3681,86,3681
6037553701,2901,2920,19,2920
6037553702,3170,3179,9,3179
6037553801,3145,3168,23,3168
6037553802,4606,4742,136,4742
6037553901,4780,4917,137,4917
6037553902,3985,4066,81,4066
6037554001,2868,3073,205,3073
6037554002,4217,4293,76,4293
6037554101,2629,2678,49,2678
6037554103,1261,1298,37,1298
6037554104,1764,1819,55,1819
6037554105,3134,3220,86,3220
6037554201,3183,3240,57,3240
6037554203,2946,2988,42,2988
6037554204,3140,3282,142,3282
6037554301,2746,2899,153,2899
6037554302,2990,3054,64,3054
6037554403,4004,4128,124,4128
6037554404,3064,3155,91,3155
6037554405,2316,2412,96,2412
6037554406,3844,4039,195,4039
6037554511,2989,3087,98,3087
6037554512,4943,5193,250,5193
6037554513,2107,2181,74,2181
6037554514,3863,3992,129,3992
6037554515,3204,3407,203,3407
6037554516,3236,3356,120,3356
6037554517,3554,3702,148,3702
6037554518,4346,4649,303,4649
6037554519,2966,3106,140,3106
6037554521,5132,5379,247,5379
6037554522,4201,4462,261,4462
6037554600,3481,3565,84,3565
6037554700,3577,3715,138,3715
6037554801,2370,2409,39,2409
6037554802,5119,5314,195,5314
6037554900,5901,6023,122,6023
6037555001,4235,4310,75,4310
6037555002,2438,2535,97,2535
6037555102,5121,5180,59,5180
6037555103,3883,4105,222,4105
6037555104,3118,3213,95,3213
6037555202,2626,2853,227,2853
6037555211,4217,4290,73,4290
6037555212,3196,3265,69,3265
6037570001,3957,4214,257,4214
6037570002,2288,2424,136,2424
6037570003,3385,3586,201,3586
6037570100,2493,2664,171,2664
6037570202,4456,4669,213,4669
6037570203,2714,2744,30,2744
6037570204,3135,3315,180,3315
6037570301,5274,5391,117,5391
6037570303,2843,2947,104,2947
6037570304,3437,3546,109,3546
6037570402,2654,2782,128,2782
6037570403,3293,3326,33,3326
6037570404,2429,2466,37,2466
6037570501,5352,5609,257,5609
6037570502,4486,4660,174,4660
6037570601,4296,4402,106,4402
6037570602,4643,4820,177,4820
6037570603,3200,3384,184,3384
6037570701,5294,5639,345,5639
6037570702,1870,2015,145,2015
6037570800,4128,4368,240,4368
6037570901,4502,4802,300,4802
6037570902,2890,3100,210,3100
6037571000,4574,4990,416,4990
6037571101,3511,3723,212,3723
6037571102,3124,3328,204,3328
6037571200,6457,6899,442,6899
6037571300,3379,3545,166,3545
6037571400,3599,3764,165,3764
6037571502,3536,3721,185,3721
6037571503,3035,3233,198,3233
6037571504,3837,4073,236,4073
6037571600,1231,1274,43,1274
6037571701,4577,4788,211,4788
6037571703,2520,2588,68,2588
6037571704,3027,3121,94,3121
6037571800,2542,2815,273,2815
6037571900,4356,4715,359,4715
6037572001,4282,4493,211,4493
6037572002,4122,4628,506,4628
6037572100,809,886,77,886
6037572201,4885,5207,322,5207
6037572202,2844,2926,82,2926
6037572301,3128,3202,74,3202
6037572302,2590,2680,90,2680
6037572400,969,1025,56,1025
6037572500,2565,2705,140,2705
6037572600,4134,4316,182,4316
6037572700,4255,4468,213,4468
6037572800,798,898,100,898
6037572900,4045,4232,187,4232
6037573002,2781,2844,63,2844
6037573003,1467,1542,75,1542
6037573004,3202,3343,141,3343
6037573100,5680,6027,347,6027
6037573201,3407,3473,66,3473
6037573202,4636,4709,73,4709
6037573300,2999,3008,9,3008
6037573401,976,1000,24,1000
6037573402,5256,5541,285,5541
6037573403,2853,3042,189,3042
6037573601,4677,5198,521,5198
6037573700,3797,4122,325,4122
6037573800,3377,3643,266,3643
6037573902,1592,1669,77,1669
6037574000,4204,4450,246,4450
6037574100,4019,4254,235,4254
6037574201,2323,2449,126,2449
6037574202,1821,1928,107,1928
6037574300,4533,4839,306,4839
6037574400,3947,4259,312,4259
6037574500,5107,5551,444,5551
6037574601,2180,2185,5,2185
6037574602,1062,1143,81,1143
6037574700,143,207,64,207
6037574800,2423,2550,127,2550
6037574901,2855,2974,119,2974
6037574902,4530,4710,180,4710
6037575001,3085,3185,100,3185
6037575002,3938,4099,161,4099
6037575101,3439,3513,74,3513
6037575102,2925,2981,56,2981
6037575103,4059,4260,201,4260
6037575201,3208,3271,63,3271
6037575202,3184,3214,30,3214
6037575300,3286,3304,18,3304
6037575401,3626,3764,138,3764
6037575402,2736,2773,37,2773
6037575500,35,35,0,35
6037575801,1508,1543,35,1543
6037575802,3790,3911,121,3911
6037575803,2320,2428,108,2428
6037575901,2563,2636,73,2636
6037575902,4548,4910,362,4910
6037576001,4909,5190,281,5190
6037576200,4613,4826,213,4826
6037576301,3148,3296,148,3296
6037576302,3067,3136,69,3136
6037576401,3645,3698,53,3698
6037576402,3596,3670,74,3670
6037576403,3465,3629,164,3629
6037576501,2275,2503,228,2503
6037576502,3637,3882,245,3882
6037576503,3674,3784,110,3784
6037576601,4338,4618,280,4618
6037576602,4029,4399,370,4399
6037576700,3580,3686,106,3686
6037576801,3369,3588,219,3588
6037576802,3095,3264,169,3264
6037576901,4276,4392,116,4392
6037576903,2730,2804,74,2804
6037576904,2676,2739,63,2739
6037577000,5936,6140,204,6140
6037577100,5869,6132,263,6132
6037577200,5097,5354,257,5354
6037577300,5034,5217,183,5217
6037577400,2688,2835,147,2835
6037577501,3071,3335,264,3335
6037577504,1194,1284,90,1284
6037577602,2756,3081,325,3081
6037577603,6624,7015,391,7015
6037577604,1249,1340,91,1340
6037599000,2510,2600,90,2600
6037599100,234,241,7,241
6037600100,4984,5074,90,5074
6037600201,2976,3068,92,3068
6037600202,4709,4879,170,4879
6037600302,2305,2470,165,2470
6037600303,2874,2926,52,2926
6037600304,2270,2330,60,2330
6037600400,3335,3517,182,3517
6037600501,2043,2183,140,2183
6037600502,1778,1920,142,1920
6037600601,2142,2416,274,2416
6037600602,1786,1817,31,1817
6037600702,3834,3972,138,3972
6037600703,1632,1716,84,1716
6037600704,2362,2609,247,2609
6037600801,2691,2862,171,2862
6037600802,2149,2328,179,2328
6037600902,4811,4984,173,4984
6037600911,2722,2893,171,2893
6037600912,4201,4226,25,4226
6037601001,1858,2000,142,2000
6037601002,3776,3873,97,3873
6037601100,4855,5008,153,5008
6037601202,2916,2956,40,2956
6037601211,2182,2293,111,2293
6037601212,5088,5292,204,5292
6037601301,1487,1540,53,1540
6037601302,5514,5775,261,5775
6037601303,3696,3885,189,3885
6037601401,4286,5066,780,5066
6037601402,4020,4117,97,4117
6037601501,2831,2855,24,2855
6037601502,2635,2697,62,2697
6037601600,2946,2985,39,2985
6037601700,3825,3862,37,3862
6037601801,2425,2459,34,2459
6037601802,2869,2902,33,2902
6037601900,3483,3483,0,3483
6037602002,2200,2268,68,2268
6037602003,3201,3272,71,3272
6037602004,2901,2999,98,2999
6037602103,5191,5404,213,5404
6037602104,4014,4127,113,4127
6037602105,3432,3561,129,3561
6037602106,4363,4450,87,4450
6037602200,5839,6077,238,6077
6037602301,4943,5098,155,5098
6037602302,2664,2858,194,2858
6037602402,4678,4842,164,4842
6037602403,4105,4202,97,4202
6037602404,4639,4737,98,4737
6037602504,3515,3615,100,3615
6037602505,2965,3099,134,3099
6037602506,2886,3085,199,3085
6037602507,3258,3410,152,3410
6037602508,5267,5338,71,5338
6037602509,3154,3205,51,3205
6037602600,6933,7442,509,7442
6037602700,2907,3077,170,3077
6037602801,2786,2837,51,2837
6037602802,3718,3820,102,3820
6037602900,3193,3279,86,3279
6037603001,5688,5851,163,5851
6037603004,1267,1333,66,1333
6037603005,4208,4327,119,4327
6037603006,1521,1575,54,1575
6037603101,3236,3452,216,3452
6037603102,2988,3180,192,3180
6037603200,2737,2836,99,2836
6037603301,3208,3344,136,3344
6037603302,3249,3486,237,3486
6037603400,3367,3530,163,3530
6037603500,2364,2467,103,2467
6037603600,3514,3732,218,3732
6037603702,3978,4175,197,4175
6037603703,2157,2288,131,2288
6037603704,4616,4714,98,4714
6037603801,3751,3895,144,3895
6037603802,2983,3165,182,3165
6037603900,5646,5899,253,5899
6037604001,3468,3524,56,3524
6037604002,3974,4061,87,4061
6037604100,5550,5811,261,5811
6037609900,1744,1822,78,1822
6037620001,3277,3478,201,3478
6037620002,2632,2774,142,2774
6037620101,4048,4233,185,4233
6037620102,2941,3146,205,3146
6037620201,1376,1422,46,1422
6037620301,3361,3615,254,3615
6037620303,3058,3208,150,3208
6037620305,4702,4933,231,4933
6037620400,3979,4292,313,4292
6037620501,4577,4810,233,4810
6037620521,2937,3067,130,3067
6037620522,3805,4076,271,4076
6037620601,4331,4524,193,4524
6037620602,4240,4528,288,4528
6037620701,5306,5760,454,5760
6037620702,5317,5526,209,5526
6037620800,5930,6267,337,6267
6037620901,2151,2258,107,2258
6037620904,2207,2268,61,2268
6037621001,3622,3846,224,3846
6037621002,823,879,56,879
6037621004,3725,3839,114,3839
6037621102,2304,2429,125,2429
6037621104,5689,5996,307,5996
6037621201,4924,5122,198,5122
6037621204,2868,3009,141,3009
6037621301,5374,5578,204,5578
6037621324,3166,3419,253,3419
6037621326,2652,2808,156,2808
6037621400,3589,3787,198,3787
6037650001,4671,4992,321,4992
6037650003,2491,2622,131,2622
6037650004,3333,3473,140,3473
6037650101,4659,4949,290,4949
6037650102,1887,1997,110,1997
6037650200,4820,5111,291,5111
6037650300,5559,5863,304,5863
6037650401,3569,3719,150,3719
6037650501,2386,2538,152,2538
6037650502,3524,3790,266,3790
6037650602,6079,6433,354,6433
6037650603,3003,3216,213,3216
6037650604,4585,4791,206,4791
6037650605,2350,2535,185,2535
6037650701,1950,2073,123,2073
6037650702,3892,4195,303,4195
6037650800,5216,5429,213,5429
6037650901,4849,5037,188,5037
6037650902,4798,5086,288,5086
6037651001,4697,5026,329,5026
6037651002,4025,4358,333,4358
6037651101,4155,4449,294,4449
6037651102,3217,3469,252,3469
6037651201,3911,4222,311,4222
6037651221,2620,2739,119,2739
6037651222,4839,5147,308,5147
6037651302,4792,5155,363,5155
6037651304,3958,4280,322,4280
6037651401,2015,2089,74,2089
6037651402,4880,5065,185,5065
6037670001,2868,3018,150,3018
6037670002,3102,3331,229,3331
6037670003,4580,4908,328,4908
6037670100,5709,5986,277,5986
6037670201,3003,3236,233,3236
6037670202,2027,2119,92,2119
6037670324,3820,4098,278,4098
6037670326,2733,2993,260,2993
6037670328,3811,4079,268,4079
6037670403,2099,2263,164,2263
6037670405,2277,2514,237,2514
6037670406,1541,1591,50,1591
6037670407,4520,4720,200,4720
6037670411,3317,3571,254,3571
6037670413,3666,3911,245,3911
6037670416,3354,3547,193,3547
6037670500,1364,1478,114,1478
6037670602,5769,6346,577,6346
6037670701,5596,6042,446,6042
6037670702,4460,4815,355,4815
6037700101,5007,5153,146,5153
6037700102,3777,3867,90,3867
6037700200,6932,7199,267,7199
6037700300,6047,6227,180,6227
6037700400,5084,5301,217,5301
6037700501,3780,3915,135,3915
6037700502,4213,4331,118,4331
6037700600,3861,4090,229,4090
6037700700,2566,2651,85,2651
6037700801,4414,4558,144,4558
6037700802,3300,3443,143,3443
6037700901,2924,3016,92,3016
6037700902,5971,6055,84,6055
6037701000,4416,4557,141,4557
6037701100,1005,1528,523,1528
6037701201,2939,3126,187,3126
6037701202,2881,2945,64,2945
6037701302,4386,4531,145,4531
6037701304,5357,5613,256,5613
6037701402,5693,6040,347,6040
6037701501,4333,4408,75,4408
6037701502,3438,3584,146,3584
6037701601,3842,3982,140,3982
6037701602,3350,3441,91,3441
6037701701,2796,2879,83,2879
6037701702,3060,3158,98,3158
6037701801,5296,5427,131,5427
6037701802,3846,4031,185,4031
6037701902,4345,4517,172,4517
6037702002,5648,5734,86,5734
6037702102,5341,5615,274,5615
6037702201,3563,3666,103,3666
6037702202,3158,3290,132,3290
6037702300,5670,5867,197,5867
6037702400,3804,3887,83,3887
6037702501,3856,3882,26,3882
6037702502,3428,3523,95,3523
6037702600,4805,5056,251,5056
6037702700,2793,2899,106,2899
6037702801,4151,4338,187,4338
6037702802,2061,2174,113,2174
6037702803,2551,2688,137,2688
6037702901,9080,9465,385,9465
6037703001,4936,5110,174,5110
6037703002,5710,6204,494,6204
6037703100,4642,5143,501,5143
6037703200,4655,5084,429,5084
6037800101,4525,4732,207,4732
6037800102,5248,5517,269,5517
6037800202,4424,4552,128,4552
6037800203,4202,4372,170,4372
6037800204,3771,3866,95,3866
6037800324,5007,5214,207,5214
6037800325,2759,3013,254,3013
6037800326,4100,4379,279,4379
6037800327,4537,4623,86,4623
6037800328,2345,2446,101,2446
6037800329,5096,5206,110,5206
6037800330,788,823,35,823
6037800331,576,603,27,603
6037800332,4861,5122,261,5122
6037800406,2337,2451,114,2451
6037800408,6012,6233,221,6233
6037800410,3653,3715,62,3715
6037800504,2113,2219,106,2219
6037800506,2458,2541,83,2541
6037900102,528,567,39,567
6037900103,4119,4487,368,4487
6037900104,4180,4539,359,4539
6037900201,822,924,102,924
6037900300,3500,3704,204,3704
6037900501,4805,5167,362,5167
6037900504,4708,5070,362,5070
6037900505,2435,2639,204,2639
6037900506,3240,3362,122,3362
6037900507,4978,5193,215,5193
6037900508,2284,2494,210,2494
6037900602,3924,4118,194,4118
6037900605,5096,5352,256,5352
6037900606,2441,2610,169,2610
6037900607,2557,2712,155,2712
6037900608,2591,2804,213,2804
6037900609,3568,3912,344,3912
6037900701,3240,3486,246,3486
6037900703,3164,3392,228,3392
6037900704,2082,2253,171,2253
6037900705,3078,3394,316,3394
6037900803,6390,6757,367,6757
6037900804,2415,2537,122,2537
6037900805,3742,4044,302,4044
6037900806,3271,3379,108,3379
6037900900,3156,3499,343,3499
6037901003,4600,4784,184,4784
6037901004,8859,9714,855,9714
6037901007,1616,1742,126,1742
6037901008,2147,2350,203,2350
6037901009,4317,4729,412,4729
6037901010,4169,4520,351,4520
6037901011,3982,4301,319,4301
6037901101,3969,4331,362,4331
6037901102,4306,4732,426,4732
6037901205,8202,9063,861,9063
6037901209,1186,1321,135,1321
6037901210,1383,1509,126,1509
6037901213,2983,3371,388,3371
6037910001,4464,4603,139,4603
6037910002,5372,5647,275,5647
6037910101,1245,1276,31,1276
6037910201,2941,3099,158,3099
6037910202,4189,4627,438,4627
6037910205,974,1051,77,1051
6037910206,2448,2596,148,2596
6037910207,4511,4935,424,4935
6037910208,4575,4908,333,4908
6037910209,3471,3742,271,3742
6037910210,5275,5743,468,5743
6037910301,3037,3387,350,3387
6037910302,4180,4609,429,4609
6037910401,5182,5631,449,5631
6037910402,2360,2479,119,2479
6037910403,1228,1244,16,1244
6037910404,2833,2941,108,2941
6037910501,3105,3251,146,3251
6037910502,2705,2780,75,2780
6037910504,3167,3291,124,3291
6037910505,2153,2237,84,2237
6037910601,4660,4803,143,4803
6037910602,2775,2923,148,2923
6037910603,4818,5069,251,5069
6037910605,3120,3212,92,3212
6037910606,2255,2364,109,2364
6037910705,8225,8630,405,8630
6037910706,4080,4259,179,4259
6037910707,3191,3381,190,3381
6037910709,1345,1432,87,1432
6037910711,5802,6024,222,6024
6037910712,2014,2110,96,2110
6037910713,3944,4125,181,4125
6037910714,2658,2701,43,2701
6037910715,4551,4770,219,4770
6037910716,4173,4434,261,4434
6037910804,2604,2972,368,2972
6037910805,3992,4283,291,4283
6037910807,4924,5094,170,5094
6037910808,2627,2804,177,2804
6037910809,1798,1900,102,1900
6037910810,2136,2233,97,2233
6037910811,151,151,0,151
6037910812,263,301,38,301
6037910813,3199,3484,285,3484
6037911001,3413,3791,378,3791
6037920011,266,294,28,294
6037920012,872,934,62,934
6037920013,4042,4349,307,4349
6037920015,4206,4446,240,4446
6037920016,3439,3619,180,3619
6037920017,3668,3963,295,3963
6037920018,1730,1848,118,1848
6037920020,5247,5534,287,5534
6037920023,2110,2157,47,2157
6037920026,359,407,48,407
6037920028,4768,5005,237,5005
6037920029,2694,2890,196,2890
6037920030,4306,4467,161,4467
6037920031,5241,5768,527,5768
6037920032,2381,2520,139,2520
6037920033,536,600,64,600
6037920034,2635,2873,238,2873
6037920035,5602,5855,253,5855
6037920036,2418,2511,93,2511
6037920037,4934,5042,108,5042
6037920038,3216,3387,171,3387
6037920039,1448,1603,155,1603
6037920040,2522,2625,103,2625
6037920041,2034,2133,99,2133
6037920042,5682,5917,235,5917
6037920043,4296,4423,127,4423
6037920044,2038,2183,145,2183
6037920045,3543,3788,245,3788
6037920102,3984,4296,312,4296
6037920104,2320,2465,145,2465
6037920106,2547,2710,163,2710
6037920107,2900,2980,80,2980
6037920108,3371,3628,257,3628
6037920109,4215,4375,160,4375
6037920110,2526,2597,71,2597
6037920111,2299,2609,310,2609
6037920112,3403,3639,236,3639
6037920114,4705,4877,172,4877
6037920115,3002,3219,217,3219
6037920116,3683,3946,263,3946
6037920118,4473,4640,167,4640
6037920119,1367,1422,55,1422
6037920200,5422,5555,133,5555
6037920303,1334,1349,15,1349
6037920312,4117,4401,284,4401
6037920313,4154,4405,251,4405
6037920314,2275,2372,97,2372
6037920322,2114,2188,74,2188
6037920326,5148,5285,137,5285
6037920328,1662,1757,95,1757
6037920329,4239,4488,249,4488
6037920330,4146,4471,325,4471
6037920331,3026,3196,170,3196
6037920332,2060,2145,85,2145
6037920334,5016,5225,209,5225
6037920336,4485,4544,59,4544
6037920337,5294,5368,74,5368
6037920338,4180,4394,214,4394
6037920339,5215,5329,114,5329
6037930101,45,52,7,52
6037930200,449,460,11,460
6037930301,798,841,43,841
6037980001,0,0,0,0
6037980002,0,0,0,0
6037980003,0,0,0,0
6037980004,0,0,0,0
6037980005,0,0,0,0
6037980006,0,0,0,0
6037980007,0,0,0,0
6037980008,48,48,0,48
6037980009,5,5,0,5
6037980010,105,114,9,114
6037980013,0,0,0,0
6037980014,0,0,0,0
6037980015,419,454,35,454
6037980018,0,0,0,0
6037980019,133,133,0,133
6037980020,0,0,0,0
6037980021,8,8,0,8
6037980022,0,0,0,0
6037980023,0,0,0,0
6037980024,185,190,5,190
6037980025,0,0,0,0
6037980026,16,20,4,20
6037980028,0,0,0,0
6037980030,0,0,0,0
6037980031,1090,1180,90,1180
6037980033,12,24,12,24
6037990100,0,0,0,0
6037990200,0,0,0,0
6037990300,0,0,0,0