GEO_id2,Civilian_EST_Tot_Pop,Civilian_MOE_Tot_Pop,Civilian_Stadard_Error,Veteran_EST,Veteran_MOE,Veteran_Standard_Error
6037121221,1936,184,111.85,53,17,20.61
6037123103,3091,255,155.02,53,18,20.61
6037128101,2942,255,155.02,53,21,20.61
6037139504,3539,231,140.43,53,26,20.61
6037191820,2634,342,207.9,53,30,20.61
6037192520,3653,273,165.96,53,31,20.61
6037199400,3560,411,249.85,53,32,20.61
6037237201,2786,372,226.14,53,41,20.61
6037241001,3176,452,274.77,53,42,20.61
6037265420,1503,113,68.69,53,44,20.61
6037267404,2881,343,208.51,53,44,20.61
6037461400,2637,262,159.27,53,60,20.61
6037481606,4101,310,188.45,53,62,20.61
6037502302,2298,201,122.19,53,65,20.61
6037531901,4588,446,271.12,53,67,20.61
6037576401,3645,435,264.44,53,85,20.61
6037601301,1487,148,89.97,53,88,21.21
6037183620,2320,182,110.64,54,28,21.21
6037190801,2373,479,291.19,54,29,21.21
6037208710,3828,245,148.94,54,34,21.21
6037214901,2886,308,187.23,54,36,21.21
6037221304,2847,364,221.28,54,38,21.21
6037242300,3210,496,301.52,54,43,21.21
6037267402,4591,305,185.41,54,44,21.21
6037267800,2174,202,122.8,54,44,21.21
6037292000,4612,368,223.71,54,47,21.21
6037408630,1947,189,114.89,54,56,21.21
6037431900,3504,294,178.72,54,58,21.21
6037481300,2828,212,128.88,54,62,21.21
6037482502,2672,227,137.99,54,63,21.21
6037536000,2668,167,101.52,54,71,21.21
6037603006,1521,147,89.36,54,91,21.21
6037119320,3512,330,200.61,55,16,21.21
6037124300,2858,328,199.39,55,20,21.21
6037128302,3562,293,178.12,55,22,21.21
6037128303,2621,290,176.29,55,22,21.21
6037204420,2216,213,129.48,55,33,21.21
6037204600,2951,324,196.96,55,33,21.21
6037207101,3289,247,150.15,55,34,21.21
6037234200,2001,140,85.11,55,40,21.21
6037402304,3013,254,154.41,55,51,21.21
6037535300,4177,342,207.9,55,71,21.82
6037543601,2878,240,145.9,55,75,21.82
6037554104,1764,159,96.66,55,78,21.82
6037920119,1367,65,39.51,55,145,21.82
6037123301,3605,331,201.22,56,18,21.82
6037199700,2476,202,122.8,56,32,21.82
6037241201,2290,235,142.86,56,42,21.82
6037297120,2529,337,204.86,56,48,21.82
6037432602,3730,480,291.79,56,58,21.82
6037482401,3073,296,179.94,56,63,21.82
6037531000,3732,371,225.53,56,67,21.82
6037531201,3973,379,230.4,56,67,21.82
6037532002,2513,200,121.58,56,68,21.82
6037540700,2400,259,157.45,56,72,21.82
6037572400,969,279,169.6,56,83,21.82
6037575102,2925,274,166.57,56,84,21.82
6037604001,3468,334,203.04,56,92,21.82
6037621002,823,113,68.69,56,94,21.82
6037122121,2127,174,105.78,57,18,21.82
6037123520,2011,177,107.6,57,19,21.82
6037186202,1674,159,96.66,57,28,21.82
6037199120,3216,285,173.25,57,32,21.82
6037201120,2816,212,128.88,57,32,21.82
6037213100,2372,211,128.27,57,36,21.82
6037222002,3456,442,268.69,57,38,21.82
6037231100,2637,489,297.26,57,40,21.82
6037301300,1536,102,62.01,57,49,21.82
6037310601,5182,350,212.77,57,50,21.82
6037406902,3006,266,161.7,57,55,21.82
6037408141,3962,457,277.81,57,56,21.82
6037480304,3719,255,155.02,57,61,21.82
6037540300,3789,344,209.12,57,72,21.82
6037542700,4174,385,234.04,57,74,21.82
6037551201,2764,211,128.27,57,76,21.82
6037554201,3183,253,153.8,57,78,21.82
6037189903,2107,177,107.6,58,29,21.82
6037207102,2207,186,113.07,58,34,22.42
6037211910,3650,341,207.29,58,35,22.42
6037221302,4180,417,253.5,58,38,22.42
6037294900,2459,193,117.33,58,47,22.42
6037404401,2878,209,127.05,58,53,22.42
6037433602,2310,188,114.29,58,59,22.42
6037481402,6159,518,314.89,58,62,22.42
6037531800,3914,407,247.42,58,67,22.42
6037550400,1094,98,59.57,58,76,22.42
6037123020,2697,229,139.21,59,18,22.42
6037190520,3257,204,124.01,59,29,22.42
6037201504,1771,189,114.89,59,33,22.42
6037231720,3680,342,207.9,59,40,22.42
6037239601,2383,294,178.72,59,42,22.42
6037293307,2052,176,106.99,59,47,22.42
6037555102,5121,384,233.43,59,80,22.42
6037920336,4485,390,237.08,59,154,22.42
6037125310,4336,412,250.46,60,20,22.42
6037125600,2104,190,115.5,60,20,22.42
6037188300,3101,317,192.71,60,29,22.42
6037191902,2144,236,143.47,60,30,22.42
6037192001,2172,207,125.84,60,30,23.03
6037204120,2142,227,137.99,60,33,23.03
6037212610,3477,352,213.98,60,36,23.03
6037222200,2780,282,171.43,60,38,23.03
6037240500,4268,423,257.14,60,42,23.03
6037296500,2940,430,261.4,60,47,23.03
6037302302,4464,353,214.59,60,49,23.03
6037403405,1355,84,51.06,60,53,23.03
6037500402,3382,398,241.95,60,64,23.03
6037535101,5444,423,257.14,60,70,23.03
6037600304,2270,170,103.34,60,87,23.03
6037101210,4612,413,251.06,61,6,23.03
6037115302,3150,233,141.64,61,14,23.03
6037117530,4683,375,227.96,61,16,23.03
6037121101,2307,213,129.48,61,17,23.03
6037127803,3246,306,186.02,61,21,23.03
6037189702,1832,183,111.25,61,29,23.03
6037215102,2920,318,193.31,61,36,23.03
6037229200,3346,399,242.55,61,39,23.03
6037269903,3298,304,184.8,61,45,23.03
6037273502,2663,178,108.21,61,46,23.03
6037276500,5154,303,184.19,61,46,23.03
6037302103,5007,349,212.16,61,49,23.03
6037432401,2906,296,179.94,61,58,23.03
6037481103,4057,333,202.43,61,62,23.03
6037532302,3520,248,150.76,61,68,23.03
6037532606,3365,292,177.51,61,68,23.03
6037541001,852,135,82.07,61,72,23.03
6037551102,3979,422,256.53,61,76,23.03
6037620904,2207,270,164.13,61,94,23.03
6037117102,2210,173,105.17,62,15,23.03
6037141304,2387,195,118.54,62,26,23.03
6037190901,3671,353,214.59,62,29,23.03
6037262301,2362,239,145.29,62,43,23.03
6037269700,3277,283,172.04,62,45,23.64
6037433307,2433,163,99.09,62,59,23.64
6037534502,3525,316,192.1,62,70,23.64
6037534803,3418,321,195.14,62,70,23.64
6037553300,2779,352,213.98,62,77,23.64
6037601502,2635,257,156.23,62,89,23.64
6037800410,3653,295,179.33,62,109,23.64
6037920012,872,89,54.1,62,127,23.64
6037119201,3024,255,155.02,63,16,23.64
6037124203,2322,185,112.46,63,20,23.64
6037139402,2020,157,95.44,63,26,23.64
6037208903,3406,466,283.28,63,34,23.64
6037218702,1656,156,94.83,63,37,23.64
6037404902,3214,228,138.6,63,53,23.64
6037404903,2054,177,107.6,63,53,23.64
6037407601,3168,294,178.72,63,55,23.64
6037463000,1810,161,97.87,63,60,23.64
6037481401,5424,356,216.41,63,62,23.64
6037482301,3726,322,195.74,63,63,23.64
6037502602,3494,296,179.94,63,65,23.64
6037530101,4201,345,209.73,63,66,23.64
6037530301,1535,157,95.44,63,67,23.64
6037533804,3401,252,153.19,63,69,23.64
6037551501,3502,303,184.19,63,77,23.64
6037573002,2781,297,180.55,63,83,23.64
6037575201,3208,257,156.23,63,84,23.64
6037576904,2676,277,168.39,63,86,24.24
6037104810,4302,507,308.21,64,11,24.24
6037139502,2534,285,173.25,64,26,24.24
6037190510,3776,279,169.6,64,29,24.24
6037212306,2383,224,136.17,64,36,24.24
6037239502,2538,252,153.19,64,42,24.24
6037265201,2452,359,218.24,64,44,24.24
6037302504,3440,238,144.68,64,49,24.24
6037404501,1838,183,111.25,64,53,24.24
6037432801,2206,219,133.13,64,58,24.24
6037433102,3685,404,245.59,64,58,24.24
6037480303,3089,238,144.68,64,61,24.24
6037554302,2990,287,174.47,64,79,24.24
6037574700,143,123,74.77,64,84,24.24
6037701202,2881,187,113.68,64,101,24.24
6037920033,536,218,132.52,64,133,24.24
6037183810,3291,261,158.66,65,28,24.24
6037214100,2958,197,119.76,65,36,24.24
6037216402,2552,240,145.9,65,37,24.24
6037242700,3809,377,229.18,65,43,24.24
6037271100,1998,179,108.81,65,45,24.24
6037408706,1528,234,142.25,65,57,24.24
6037503000,3795,402,244.38,65,65,24.24
6037553601,3390,358,217.63,65,78,24.24
6037125401,4126,323,196.35,66,20,24.24
6037143500,3848,246,149.54,66,27,24.24
6037194300,3019,512,311.25,66,31,24.24
6037212701,2089,188,114.29,66,36,24.24
6037213401,3925,336,204.26,66,36,24.24
6037237202,3394,365,221.88,66,41,24.24
6037262302,2254,242,147.11,66,43,24.24
6037294421,2169,178,108.21,66,47,24.24
6037408138,4068,473,287.54,66,56,24.24
6037531702,3515,312,189.67,66,67,24.24
6037573201,3407,321,195.14,66,83,24.24
6037603004,1267,136,82.67,66,91,24.85
6037113233,6011,564,342.86,67,13,24.85
6037117408,2255,198,120.36,67,15,24.85
6037122410,2571,282,171.43,67,18,24.85
6037127712,2387,211,128.27,67,21,24.85
6037212620,3472,259,157.45,67,36,24.85
6037218120,3882,381,231.61,67,37,24.85
6037269500,2764,204,124.01,67,45,24.85
6037269601,2666,247,150.15,67,45,24.85
6037408004,1831,179,108.81,67,55,24.85
6037463102,2999,392,238.3,67,60,24.85
6037532303,3593,238,144.68,67,68,24.85
6037535901,3923,302,183.59,67,71,24.85
6037106114,4349,340,206.69,68,12,24.85
6037183610,2626,280,170.21,68,28,24.85
6037195710,3505,490,297.87,68,31,24.85
6037232600,4441,423,257.14,68,40,24.85
6037269906,2573,189,114.89,68,45,24.85
6037301701,2543,189,114.89,68,49,24.85
6037403500,1529,144,87.54,68,53,24.85
6037481202,4769,455,276.6,68,62,24.85
6037530500,3209,394,239.51,68,67,24.85
6037532605,2828,356,216.41,68,68,24.85
6037543702,5485,401,243.77,68,75,24.85
6037551101,2799,232,141.03,68,76,24.85
6037571703,2520,300,182.37,68,82,25.45
6037602002,2200,194,117.93,68,90,25.45
6037104310,3779,413,251.06,69,9,25.45
6037117101,4065,317,192.71,69,15,25.45
6037269602,2537,252,153.19,69,45,25.45
6037272301,2739,268,162.92,69,45,25.45
6037406411,1695,135,82.07,69,54,25.45
6037500300,2619,177,107.6,69,64,25.45
6037530602,1180,141,85.71,69,67,25.45
6037531504,2980,315,191.49,69,67,25.45
6037541700,4686,350,212.77,69,73,25.45
6037555212,3196,328,199.39,69,80,25.45
6037576302,3067,354,215.2,69,85,25.45
6037124902,2320,214,130.09,70,20,25.45
6037191410,3711,360,218.84,70,30,25.45
6037201602,2351,261,158.66,70,33,25.45
6037203720,2941,373,226.75,70,33,25.45
6037208802,2743,272,165.35,70,34,25.45
6037432201,3747,323,196.35,70,58,25.45
6037433200,4774,411,249.85,70,58,25.45
6037502902,2999,216,131.31,70,65,25.45
6037194101,3029,291,176.9,71,31,25.45
6037203200,3540,292,177.51,71,33,25.45
6037206050,1750,141,85.71,71,33,25.45
6037207900,4518,445,270.52,71,34,25.45
6037216200,4981,523,317.93,71,36,25.45
6037221210,2465,190,115.5,71,38,25.45
6037234901,1853,213,129.48,71,40,25.45
6037402406,3675,349,212.16,71,52,25.45
6037408703,5429,337,204.86,71,56,25.45
6037433601,4254,341,207.29,71,59,25.45
6037500800,4063,443,269.3,71,64,25.45
6037553504,4162,375,227.96,71,78,26.06
6037602003,3201,302,183.59,71,90,26.06
6037602508,5267,409,248.63,71,91,26.06
6037920110,2526,217,131.91,71,142,26.06
6037104203,3695,364,221.28,72,9,26.06
6037121210,2448,198,120.36,72,17,26.06
6037127920,3314,240,145.9,72,21,26.06
6037134903,4863,374,227.36,72,25,26.06
6037141202,2317,191,116.11,72,26,26.06
6037183300,2746,225,136.78,72,27,26.06
6037405102,3339,370,224.92,72,54,26.06
6037407502,3157,256,155.62,72,55,26.06
6037430721,2792,257,156.23,72,57,26.06
6037533803,4396,293,178.12,72,69,26.06
6037550202,4479,265,161.09,72,75,26.06
6037104105,4358,285,173.25,73,8,26.06
6037127910,3911,399,242.55,73,21,26.06
6037228500,3408,385,234.04,73,39,26.06
6037407501,3347,313,190.27,73,55,26.06
6037432700,3940,485,294.83,73,58,26.06
6037480202,1948,126,76.6,73,61,26.06
6037555211,4217,293,178.12,73,80,26.06
6037573202,4636,338,205.47,73,83,26.06
6037575901,2563,243,147.72,73,85,26.06
6037104320,4796,536,325.84,74,10,26.06
6037106604,3369,305,185.41,74,12,26.06
6037123010,2910,207,125.84,74,18,26.06
6037127711,2676,260,158.05,74,21,26.67
6037183820,2753,303,184.19,74,28,26.67
6037189201,3282,214,130.09,74,29,26.67
6037189202,2048,213,129.48,74,29,26.67
6037240402,2649,354,215.2,74,42,26.67
6037294301,2041,140,85.11,74,47,26.67
6037462001,2900,283,172.04,74,60,26.67
6037554513,2107,132,80.24,74,79,26.67
6037572301,3128,192,116.72,74,83,26.67
6037575101,3439,262,159.27,74,84,26.67
6037576402,3596,337,204.86,74,85,26.67
6037576903,2730,319,193.92,74,86,26.67
6037651401,2015,136,82.67,74,98,26.67
6037920322,2114,168,102.13,74,149,26.67
6037920337,5294,411,249.85,74,154,26.67
6037123602,2831,245,148.94,75,19,26.67
6037183401,1883,162,98.48,75,28,26.67
6037199202,2262,200,121.58,75,32,26.67
6037211122,2769,258,156.84,75,35,26.67
6037218701,1841,228,138.6,75,37,26.67
6037222001,2310,162,98.48,75,38,26.67
6037301205,1784,132,80.24,75,49,26.67
6037302506,2888,239,145.29,75,49,26.67
6037462002,3134,314,190.88,75,60,27.27
6037502802,2435,204,124.01,75,65,27.27
6037553400,2607,223,135.56,75,77,27.27
6037555001,4235,339,206.08,75,80,27.27
6037573003,1467,174,105.78,75,83,27.27
6037701501,4333,423,257.14,75,102,27.27
6037910502,2705,352,213.98,75,122,27.27
6037190201,2288,275,167.17,76,29,27.27
6037201110,1780,147,89.36,76,32,27.27
6037214600,2226,211,128.27,76,36,27.27
6037296220,3121,337,204.86,76,47,27.27
6037400604,2406,289,175.68,76,51,27.27
6037404202,3283,281,170.82,76,53,27.27
6037405203,2973,233,141.64,76,54,27.27
6037407400,1650,128,77.81,76,55,27.27
6037408140,2836,284,172.64,76,56,27.27
6037480902,3167,278,169,76,62,27.27
6037481603,2898,269,163.53,76,62,27.27
6037482521,4709,437,265.65,76,63,27.27
6037554002,4217,350,212.77,76,78,27.27
6037106649,1946,152,92.4,77,12,27.27
6037134522,2686,285,173.25,77,24,27.27
6037135111,2562,198,120.36,77,25,27.27
6037137504,1639,262,159.27,77,25,27.27
6037195201,2810,237,144.07,77,31,27.27
6037291220,2835,212,128.88,77,47,27.27
6037402705,2594,184,111.85,77,52,27.27
6037408006,2772,285,173.25,77,55,27.27
6037431300,2207,178,108.21,77,57,27.27
6037481001,3602,270,164.13,77,62,27.27
6037533603,4859,318,193.31,77,69,27.27
6037572100,809,108,65.65,77,83,27.27
6037573902,1592,85,51.67,77,83,27.27
6037910205,974,153,93.01,77,119,27.27
6037134904,3636,414,251.67,78,25,27.27
6037183510,2134,211,128.27,78,28,27.27
6037197300,3498,292,177.51,78,32,27.27
6037201301,2926,312,189.67,78,32,27.27
6037209102,4300,327,198.78,78,34,27.88
6037214000,2642,185,112.46,78,36,27.88
6037270300,2014,146,88.75,78,45,27.88
6037481605,2417,284,172.64,78,62,27.88
6037544002,2617,176,106.99,78,75,27.88
6037609900,1744,205,124.62,78,93,27.88
6037123410,3386,312,189.67,79,19,27.88
6037134002,3229,373,226.75,79,24,27.88
6037190902,3275,333,202.43,79,29,27.88
6037192610,3507,353,214.59,79,31,27.88
6037214503,2825,239,145.29,79,36,27.88
6037271801,3132,259,157.45,79,45,27.88
6037294510,3263,335,203.65,79,47,27.88
6037461901,4099,437,265.65,79,60,27.88
6037482201,3269,296,179.94,79,63,27.88
6037530203,2272,260,158.05,79,67,27.88
6037540600,3112,342,207.9,79,72,27.88
6037106603,2503,126,76.6,80,12,27.88
6037121600,2091,267,162.31,80,17,27.88
6037127104,2744,285,173.25,80,21,27.88
6037134720,3696,328,199.39,80,24,27.88
6037190700,2811,390,237.08,80,29,27.88
6037301203,3896,237,144.07,80,49,27.88
6037404702,4137,481,292.4,80,53,27.88
6037405202,3965,335,203.65,80,54,27.88
6037500600,4339,365,221.88,80,64,27.88
6037530801,3679,307,186.63,80,67,27.88
6037920107,2900,166,100.91,80,141,27.88
6037143700,3438,317,192.71,81,27,27.88
6037189300,2532,247,150.15,81,29,27.88
6037191000,3722,428,260.18,81,29,27.88
6037216100,2081,149,90.58,81,36,27.88
6037232700,4553,413,251.06,81,40,27.88
6037271802,4809,400,243.16,81,45,28.48
6037293306,2048,159,96.66,81,47,28.48
6037402903,3117,209,127.05,81,52,28.48
6037542900,2312,263,159.88,81,74,28.48
6037553902,3985,293,178.12,81,78,28.48
6037574602,1062,59,35.87,81,84,28.48
6037113212,2796,159,96.66,82,13,28.48
6037123700,3459,456,277.2,82,19,28.48
6037131010,4863,325,197.57,82,22,28.48
6037188201,3053,254,154.41,82,29,28.48
6037195300,3007,272,165.35,82,31,28.48
6037207501,2121,294,178.72,82,34,28.48
6037264102,2526,234,142.25,82,43,28.48
6037403324,5864,357,217.02,82,52,28.48
6037403404,2221,191,116.11,82,52,28.48
6037530400,2825,265,161.09,82,67,28.48
6037572202,2844,227,137.99,82,83,28.48
6037139303,3628,274,166.57,83,26,28.48
6037199201,3001,277,168.39,83,32,28.48
6037296901,3037,349,212.16,83,47,28.48
6037403305,1704,116,70.52,83,52,28.48
6037408139,3026,206,125.23,83,56,28.48
6037482202,4208,293,178.12,83,63,28.48
6037550201,2141,163,99.09,83,75,28.48
6037701701,2796,285,173.25,83,103,28.48
6037702400,3804,319,193.92,83,105,28.48
6037800506,2458,301,182.98,83,109,28.48
6037127804,3355,214,130.09,84,21,28.48
6037128102,3770,374,227.36,84,22,28.48
6037199110,1993,147,89.36,84,32,28.48
6037208401,3451,331,201.22,84,34,28.48
6037237600,2810,229,139.21,84,41,28.48
6037275500,4516,365,221.88,84,46,28.48
6037501700,2648,246,149.54,84,64,28.48
6037542602,4288,414,251.67,84,74,28.48
6037543701,2378,157,95.44,84,75,28.48
6037554600,3481,324,196.96,84,79,29.09
6037600703,1632,189,114.89,84,87,29.09
6037700902,5971,378,229.79,84,101,29.09
6037910505,2153,222,134.95,84,122,29.09
6037101220,2633,238,144.68,85,6,29.09
6037132502,3014,253,153.8,85,23,29.09
6037218210,2809,343,208.51,85,37,29.09
6037219020,3486,305,185.41,85,38,29.09
6037238310,3671,347,210.94,85,41,29.09
6037273200,2741,297,180.55,85,45,29.09
6037291130,2787,239,145.29,85,46,29.09
6037407602,2926,226,137.39,85,55,29.09
6037408722,3853,356,216.41,85,57,29.09
6037463300,1654,104,63.22,85,61,29.09
6037502500,3071,216,131.31,85,65,29.09
6037541605,3890,381,231.61,85,73,29.09
6037700700,2566,343,208.51,85,100,29.09
6037920332,2060,197,119.76,85,152,29.09
6037269904,3420,359,218.24,86,45,29.09
6037273402,2684,320,194.53,86,45,29.09
6037402902,5189,374,227.36,86,52,29.09
6037434001,3143,276,167.78,86,59,29.09
6037481604,3154,188,114.29,86,62,29.09
6037552301,3423,322,195.74,86,77,29.09
6037553602,3595,267,162.31,86,78,29.7
6037554105,3134,292,177.51,86,78,29.7
6037602900,3193,219,133.13,86,91,29.7
6037702002,5648,463,281.46,86,104,29.7
6037800327,4537,324,196.96,86,108,29.7
6037195202,2737,198,120.36,87,31,29.7
6037212501,1730,133,80.85,87,36,29.7
6037234902,2896,345,209.73,87,40,29.7
6037541300,4088,338,205.47,87,73,29.7
6037602106,4363,358,217.63,87,90,29.7
6037604002,3974,326,198.18,87,92,29.7
6037910709,1345,149,90.58,87,124,29.7
6037117201,3340,298,181.16,88,15,29.7
6037134421,2980,231,140.43,88,24,29.7
6037183220,3158,338,205.47,88,27,29.7
6037183701,3111,285,173.25,88,28,29.7
6037191500,4758,389,236.47,88,30,29.7
6037199300,2972,344,209.12,88,32,29.7
6037208610,3855,365,221.88,88,34,29.7
6037211703,3918,327,198.78,88,35,29.7
6037221401,2629,284,172.64,88,38,29.7
6037272201,2266,163,99.09,88,45,29.7
6037275200,3339,250,151.98,88,46,29.7
6037402403,4186,282,171.43,88,51,29.7
6037480804,4092,298,181.16,88,62,29.7
6037543305,2727,357,217.02,88,74,29.7
6037106405,3312,533,324.01,89,12,29.7
6037127400,4803,315,191.49,89,21,29.7
6037143901,3235,261,158.66,89,27,29.7
6037181600,3974,261,158.66,89,27,29.7
6037186302,4287,368,223.71,89,28,29.7
6037192700,3280,486,295.44,89,31,29.7
6037201601,1781,200,121.58,89,33,29.7
6037265202,3135,461,280.24,89,44,29.7
6037294200,3708,339,206.08,89,47,29.7
6037407302,2775,170,103.34,89,55,30.3
6037121801,2290,300,182.37,90,17,30.3
6037123104,3602,334,203.04,90,18,30.3
6037134710,4278,356,216.41,90,24,30.3
6037143603,2078,178,108.21,90,27,30.3
6037201700,5056,598,363.53,90,33,30.3
6037231500,3722,426,258.97,90,40,30.3
6037269100,3189,304,184.8,90,45,30.3
6037408723,2465,130,79.03,90,57,30.3
6037541100,2408,248,150.76,90,73,30.3
6037551700,4507,315,191.49,90,77,30.3
6037572302,2590,215,130.7,90,83,30.3
6037577504,1194,137,83.28,90,87,30.3
6037599000,2510,230,139.82,90,87,30.3
6037600100,4984,367,223.1,90,87,30.3
6037700102,3777,309,187.84,90,100,30.3
6037980031,1090,137,83.28,90,230,30.3
6037119310,3146,278,169,91,16,30.3
6037120108,3544,310,188.45,91,17,30.3
6037141201,3732,228,138.6,91,26,30.3
6037216300,4118,397,241.34,91,37,30.3
6037218500,2164,197,119.76,91,37,30.3
6037267403,3081,278,169,91,44,30.3
6037407002,2798,209,127.05,91,55,30.3
6037461902,1592,171,103.95,91,60,30.3
6037481500,3809,312,189.67,91,62,30.3
6037501803,2985,276,167.78,91,64,30.3
6037503104,1825,158,96.05,91,65,30.3
6037532900,4643,370,224.92,91,69,30.3
6037554404,3064,298,181.16,91,79,30.3
6037577604,1249,124,75.38,91,87,30.3
6037701602,3350,243,147.72,91,103,30.3
6037113237,3298,287,174.47,92,13,30.91
6037115401,4715,290,176.29,92,14,30.91
6037119001,3189,210,127.66,92,16,30.91
6037137301,1813,133,80.85,92,25,30.91
6037186403,2281,205,124.62,92,28,30.91
6037197200,3061,264,160.49,92,32,30.91
6037402703,3562,317,192.71,92,52,30.91
6037408211,4899,519,315.5,92,56,30.91
6037481711,3764,352,213.98,92,62,30.91
6037600201,2976,341,207.29,92,87,30.91
6037670202,2027,124,75.38,92,99,30.91
6037700901,2924,339,206.08,92,101,30.91
6037910605,3120,410,249.24,92,123,30.91
6037124600,2734,184,111.85,93,20,30.91
6037127606,2640,270,164.13,93,21,30.91
6037207502,2796,184,111.85,93,34,30.91
6037212702,3126,279,169.6,93,36,30.91
6037220100,2136,256,155.62,93,38,30.91
6037265510,4048,423,257.14,93,44,30.91
6037293202,4189,393,238.91,93,47,30.91
6037402402,5028,486,295.44,93,51,30.91
6037402502,4803,416,252.89,93,52,30.91
6037430723,3389,284,172.64,93,57,30.91
6037920036,2418,218,132.52,93,134,30.91
6037106403,2759,315,191.49,94,12,30.91
6037119202,3433,338,205.47,94,16,30.91
6037128601,3421,255,155.02,94,22,30.91
6037139703,2254,150,91.19,94,26,30.91
6037141102,2533,207,125.84,94,26,30.91
6037201302,3565,236,143.47,94,32,30.91
6037201501,4460,399,242.55,94,33,30.91
6037232200,2406,256,155.62,94,40,30.91
6037270200,2989,425,258.36,94,45,30.91
6037300501,2411,177,107.6,94,48,30.91
6037300902,1707,96,58.36,94,48,30.91
6037310202,4184,273,165.96,94,49,30.91
6037405101,4325,420,255.32,94,53,31.52
6037406101,2646,273,165.96,94,54,31.52
6037407701,3630,333,202.43,94,55,31.52
6037432901,3517,345,209.73,94,58,31.52
6037432902,2743,223,135.56,94,58,31.52
6037530302,5448,370,224.92,94,67,31.52
6037543201,2708,218,132.52,94,74,31.52
6037571704,3027,254,154.41,94,82,31.52
6037192300,2127,172,104.56,95,30,31.52
6037217200,3209,259,157.45,95,37,31.52
6037262802,2436,248,150.76,95,43,31.52
6037273700,2410,171,103.95,95,46,31.52
6037273800,2632,196,119.15,95,46,31.52
6037301000,3964,245,148.94,95,48,31.52
6037400602,3263,274,166.57,95,50,31.52
6037430724,3784,324,196.96,95,57,31.52
6037552100,4809,254,154.41,95,77,31.52
6037555104,3118,287,174.47,95,80,31.52
6037702502,3428,259,157.45,95,105,31.52
6037800204,3771,256,155.62,95,107,31.52
6037920328,1662,112,68.09,95,149,31.52
6037125200,2913,302,183.59,96,20,31.52
6037212900,3517,312,189.67,96,36,31.52
6037231300,4160,400,243.16,96,40,31.52
6037271901,2787,323,196.35,96,45,31.52
6037301602,3524,250,151.98,96,49,31.52
6037311000,2940,198,120.36,96,50,31.52
6037405001,4708,342,207.9,96,53,31.52
6037408505,2087,137,83.28,96,56,31.52
6037432101,3303,241,146.5,96,58,31.52
6037482101,3870,271,164.74,96,63,31.52
6037552602,3420,248,150.76,96,77,31.52
6037554405,2316,279,169.6,96,79,31.52
6037910712,2014,254,154.41,96,124,31.52
6037101110,3574,376,228.57,97,3,32.12
6037123901,3166,252,153.19,97,19,32.12
6037128602,2893,336,204.26,97,22,32.12
6037135202,3461,301,182.98,97,25,32.12
6037218800,2363,209,127.05,97,37,32.12
6037262100,2477,333,202.43,97,43,32.12
6037273100,2101,218,132.52,97,45,32.12
6037432402,5401,486,295.44,97,58,32.12
6037540102,5103,407,247.42,97,72,32.12
6037541801,3907,323,196.35,97,73,32.12
6037555002,2438,250,151.98,97,80,32.12
6037601002,3776,448,272.34,97,88,32.12
6037601402,4020,395,240.12,97,89,32.12
6037602403,4105,344,209.12,97,90,32.12
6037910810,2136,162,98.48,97,126,32.12
6037920314,2275,121,73.56,97,149,32.12
6037113231,1803,87,52.89,98,13,32.12
6037261101,2947,236,143.47,98,43,32.12
6037269300,2830,139,84.5,98,45,32.12
6037278001,2093,210,127.66,98,46,32.12
6037297602,3248,277,168.39,98,48,32.12
6037320300,5179,372,226.14,98,50,32.12
