geoid2,vet_est,civ_est
6037602507,152,3258
6037297202,151,3261
6037294510,79,3263
6037400602,95,3263
6037503201,159,3268
6037482201,79,3269
6037900806,108,3271
6037190902,79,3275
6037503502,262,3276
6037269700,62,3277
6037237900,127,3277
6037620001,201,3277
6037192700,89,3280
6037189201,74,3282
6037404202,76,3283
6037542501,102,3284
6037575300,18,3286
6037207101,55,3289
6037183810,65,3291
6037191610,21,3292
6037570403,33,3293
6037139802,118,3294
6037123420,28,3298
6037269903,61,3298
6037113237,92,3298
6037700802,143,3300
6037542105,14,3301
6037543905,51,3302
6037432101,96,3303
6037534406,8,3306
6037106405,89,3312
6037531902,133,3312
6037127920,72,3314
6037670411,254,3317
6037431502,148,3318
6037137401,161,3318
6037400403,148,3325
6037543502,196,3325
6037221900,1,3327
6037535605,21,3327
6037189600,128,3327
6037117301,120,3328
6037400402,209,3328
6037231220,30,3333
6037650004,140,3333
6037543000,145,3333
6037600400,182,3335
6037405102,72,3339
6037275200,88,3339
6037117201,88,3340
6037535803,33,3344
6037294410,105,3344
6037192410,102,3345
6037229200,61,3346
6037302104,42,3347
6037407501,73,3347
6037203800,106,3348
6037101400,158,3348
6037543202,17,3349
6037211500,107,3349
6037301802,35,3350
6037701602,91,3350
6037123304,136,3354
6037670416,193,3354
6037302003,52,3355
6037127804,84,3355
6037408302,179,3355
6037433403,27,3358
6037227010,13,3359
6037185202,129,3360
6037431400,215,3361
6037620301,254,3361
6037206031,117,3363
6037181300,123,3364
6037532606,61,3365
6037535607,8,3367
6037603400,163,3367
6037535102,26,3368
6037106604,74,3369
6037576801,219,3369
6037920108,257,3371
6037400900,211,3372
6037219901,44,3374
6037503601,234,3374
6037408401,138,3376
6037573800,266,3377
6037571300,166,3379
6037500402,60,3382
6037570003,201,3385
6037123410,79,3386
6037430723,93,3389
6037219700,102,3389
6037113303,168,3389
6037553601,65,3390
6037113232,200,3391
6037302505,49,3392
6037240300,47,3393
6037237202,66,3394
6037141600,110,3395
6037206200,108,3396
6037115103,35,3397
6037460301,272,3399
6037533804,63,3401
6037231800,43,3403
6037920112,236,3403
6037213402,33,3406
6037208903,63,3406
6037208302,4,3407
6037573201,66,3407
6037232500,150,3407
6037228500,73,3408
6037208720,51,3409
6037261200,144,3409
6037404802,129,3411
6037209200,27,3412
6037433402,51,3413
6037911001,378,3413
6037534803,62,3418
6037211310,21,3419
6037269904,86,3420
6037552602,96,3420
6037128601,94,3421
6037542502,101,3422
6037552301,86,3423
6037433504,20,3427
6037702502,95,3428
6037218400,146,3428
6037228100,11,3430
6037602105,129,3432
6037119202,94,3433
6037271702,44,3434
6037570304,109,3437
6037134104,128,3437
6037143700,81,3438
6037701502,146,3438
6037480702,213,3438
6037575101,74,3439
6037920016,180,3439
6037302504,64,3440
6037434003,16,3441
6037213201,22,3442
6037238100,218,3445
6037294620,38,3449
6037208401,84,3451
6037401703,183,3451
6037122120,121,3452
6037208620,45,3455
6037431600,150,3455
6037222002,57,3456
6037293304,182,3456
6037123700,82,3459
6037302503,35,3461
6037135202,97,3461
6037183103,118,3462
6037576403,164,3465
6037204300,49,3466
6037604001,56,3468
6037271902,112,3468
6037133000,199,3468
6037482503,30,3469
6037218220,105,3469
6037910209,271,3471
6037212620,67,3472
6037551402,136,3474
6037212610,60,3477
6037276400,155,3479
6037194402,35,3481
6037228800,52,3481
6037554600,84,3481
6037601900,1,3483
6037192420,8,3486
6037219020,85,3486
6037540901,23,3488
6037430901,108,3490
6037502602,63,3494
6037197300,78,3498
6037432300,135,3498
6037503902,285,3498
6037900300,204,3500
6037551501,63,3502
6037460600,139,3503
6037431900,54,3504
6037195710,68,3505
6037531101,24,3507
6037192610,79,3507
6037229100,7,3509
6037571101,212,3511
6037119320,55,3512
6037234300,200,3512
6037272302,148,3513
6037430802,48,3514
6037603600,218,3514
6037531702,66,3515
6037602504,100,3515
6037432901,94,3517
6037212900,96,3517
6037407101,133,3518
6037532302,61,3520
6037530202,140,3521
6037188100,42,3524
6037301602,96,3524
6037650502,266,3524
6037534502,62,3525
6037209300,34,3527
6037551401,158,3528
6037104124,281,3528
6037404504,167,3529
6037276601,179,3530
6037571502,185,3536
6037139504,53,3539
6037241120,105,3539
6037480704,123,3539
6037203200,71,3540
6037109603,108,3540
6037121010,139,3541
6037109500,13,3543
6037920045,245,3543
6037542000,13,3544
6037120108,91,3544
6037432202,106,3545
6037503602,138,3550
6037403319,220,3553
6037554517,148,3554
6037124400,100,3556
6037134201,124,3556
6037191110,50,3557
6037113234,133,3558
6037211802,36,3560
6037199400,53,3560
6037137502,254,3561
6037128302,55,3562
6037402703,92,3562
6037702201,103,3563
6037201302,94,3565
6037900609,344,3568
6037650401,150,3569
6037502005,137,3570
6037128910,144,3572
6037101110,97,3574
6037554700,138,3577
6037406901,201,3577
6037462301,172,3579
6037576700,106,3580
6037302301,115,3580
6037134103,168,3582
6037550602,155,3583
6037400207,257,3584
6037621400,198,3589
6037400404,310,3589
6037109700,125,3591
6037532303,67,3593
6037482800,143,3594
6037113322,198,3594
6037401701,298,3594
6037534001,21,3595
6037553602,86,3595
6037576402,74,3596
6037571400,165,3599
6037481001,77,3602
6037123104,90,3602
6037132501,103,3604
6037123301,56,3605
6037235202,161,3606
6037482701,129,3608
6037241202,139,3613
6037131900,175,3613
6037137501,163,3614
6037128210,44,3619
6037408303,204,3619
6037621001,224,3622
6037542401,106,3624
6037534700,33,3625
6037575401,138,3626
6037402102,157,3626
6037139303,83,3628
6037430600,147,3628
6037297110,141,3629
6037117404,44,3630
6037407701,94,3630
6037115301,237,3632
6037544001,157,3635
6037134905,48,3636
6037134904,78,3636
6037576502,245,3637
6037189800,37,3640
6037273902,128,3640
6037104201,49,3641
6037576401,53,3645
6037430301,209,3645
6037531602,27,3647
6037191120,106,3649
6037211910,58,3650
6037192520,53,3653
6037800410,62,3653
6037530005,190,3654
6037128500,191,3655
6037229300,46,3662
6037431501,168,3662
6037404402,119,3664
6037670413,245,3666
6037106111,135,3668
6037920017,295,3668
6037190901,62,3671
6037238310,85,3671
6037576503,110,3674
6037402406,71,3675
6037272100,133,3675
6037239202,17,3676
6037201401,50,3679
6037530801,80,3679
6037231720,59,3680
6037271300,99,3681
6037137302,200,3681
6037920116,263,3683
6037240200,26,3685
6037433102,64,3685
6037531301,41,3686
6037430400,131,3689
6037127220,51,3690
6037104203,72,3695
6037134720,80,3696
6037143200,106,3696
6037601303,189,3696
6037274100,145,3698
6037239802,52,3699
6037481101,113,3699
6037302004,29,3700
6037125402,116,3703
6037212410,47,3704
6037294200,89,3708
6037460700,143,3710
6037191410,70,3711
6037262200,135,3714
6037231900,18,3717
6037236400,233,3717
6037405201,50,3718
6037602802,102,3718
6037480304,57,3719
6037191000,81,3722
6037231500,90,3722
6037181400,120,3723
6037621004,114,3725
6037482301,63,3726
6037543603,393,3727
6037203600,38,3728
6037432602,56,3730
6037531000,56,3732
6037141201,91,3732
6037132101,162,3736
6037240401,37,3739
6037403317,191,3739
6037900805,302,3742
6037408003,120,3743
6037432201,70,3747
6037234600,134,3750
6037127300,114,3751
6037603801,144,3751
6037131701,104,3753
6037408724,129,3761
6037296600,193,3761
6037481711,92,3764
6037197410,119,3766
6037501200,202,3767
6037121222,23,3769
6037128102,84,3770
6037800204,95,3771
6037211000,113,3771
6037535502,30,3773
6037103102,106,3775
6037190510,64,3776
6037601002,97,3776
6037700102,90,3777
6037104310,69,3779
6037700501,135,3780
6037535702,9,3781
6037430102,107,3782
6037101300,124,3782
6037534202,30,3783
6037404000,173,3783
6037430724,95,3784
6037430902,105,3785
6037189500,116,3786
6037106510,112,3787
6037540300,57,3789
6037575802,121,3790
6037403721,234,3790
6037138000,182,3791
6037553000,125,3792
6037408005,127,3792
6037139301,128,3792
6037503000,65,3795
6037500202,235,3795
6037573700,325,3797
6037222500,50,3798
6037143602,200,3798
6037216401,49,3799
6037480102,106,3801
6037111206,187,3802
6037702400,83,3804
6037460000,175,3804
6037620522,271,3805
6037240020,133,3808
6037242700,65,3809
6037481500,91,3809
6037460302,213,3809
6037207710,102,3810
6037401202,302,3810
6037670328,268,3811
6037123510,106,3813
6037204810,22,3815
6037670324,278,3820
6037400603,111,3823
6037601700,37,3825
6037208710,54,3828
6037430003,192,3828
6037132700,242,3828
6037270100,99,3832
6037600702,138,3834
6037571504,236,3837
6037143100,322,3840
6037701601,140,3842
6037554406,195,3844
6037701802,185,3846
6037540902,300,3846
6037143500,66,3848
6037408722,85,3853
6037208610,88,3855
6037702501,26,3856
6037406800,144,3856
6037232120,9,3858
6037700600,229,3861
6037533602,37,3863
6037554514,129,3863
6037243100,51,3864
6037134422,228,3867
6037433305,6,3869
6037482101,96,3870
6037104108,110,3870
6037106643,155,3873
6037503202,132,3876
6037218120,67,3882
6037555103,222,3883
6037408504,230,3884
6037265305,1,3888
6037480302,124,3888
6037271600,101,3889
6037541605,85,3890
6037500404,188,3891
6037650702,303,3892
6037204700,20,3894
6037301203,80,3896
6037274202,174,3897
6037191201,106,3899
6037533401,17,3902
6037503103,130,3903
6037402101,170,3906
6037541801,97,3907
6037535804,51,3909
6037480012,134,3909
6037127910,73,3911
6037651201,311,3911
6037406000,139,3912
6037141400,176,3912
6037403722,277,3912
6037531800,58,3914
6037432802,10,3915
6037232300,148,3915
6037211703,88,3918
6037501002,150,3920
6037461200,256,3920
6037535901,67,3923
6037900602,194,3924
6037541802,48,3925
6037213401,66,3925
6037401901,5,3928
6037501503,124,3929
6037119900,145,3929
6037238200,219,3932
6037401101,147,3933
6037403403,178,3934
6037575002,161,3938
6037432700,73,3940
6037480500,246,3940
6037405702,267,3942
6037910713,181,3944
6037574400,312,3947
6037237300,187,3948
6037534501,37,3949
6037402501,17,3950
6037503802,254,3951
6037570001,257,3957
6037651304,322,3958
6037296300,238,3960
6037408141,57,3962
6037137000,154,3962
6037301000,95,3964
6037405202,80,3965
6037407301,207,3966
6037119700,114,3968
6037131600,155,3968
6037901101,362,3969
6037408626,204,3970
6037531201,56,3973
6037604002,87,3974
6037181600,89,3974
6037502401,169,3977
6037603702,197,3978
6037551102,61,3979
6037235100,162,3979
6037461100,167,3979
6037620400,313,3979
6037403703,262,3980
6037137402,419,3980
6037901011,319,3982
6037403312,150,3984
6037920102,312,3984
6037553902,81,3985
6037910805,291,3992
6037310703,104,3995
6037240900,112,3995
6037301801,44,3996
6037554403,124,4004
6037403902,185,4004
6037504002,236,4004
6037276604,204,4008
6037128802,153,4009
6037226420,1,4010
6037602104,113,4014
6037297500,220,4015
6037141101,125,4016
6037574100,235,4019
6037601402,97,4020
6037651002,333,4025
6037433304,9,4026
6037576602,370,4029
6037236000,245,4038
6037550601,110,4042
6037920013,307,4042
6037572900,187,4045
6037265510,93,4048
6037403320,134,4048
6037620101,185,4048
6037109601,208,4052
6037481103,61,4057
6037482522,191,4058
6037575103,201,4059
6037500800,71,4063
6037131300,102,4064
6037117101,69,4065
6037402702,45,4067
6037408138,66,4068
6037480011,109,4068
6037113213,201,4075
6037910706,179,4080
6037124000,261,4080
6037115104,128,4083
6037402301,139,4084
6037222700,5,4085
6037531701,29,4086
6037551900,216,4086
6037541300,87,4088
6037404301,199,4089
6037480804,88,4092
6037403325,120,4093
6037540203,152,4096
6037461901,79,4099
6037400206,330,4099
6037800326,279,4100
6037481606,53,4101
6037139600,121,4101
6037552601,139,4103
6037503701,214,4103
6037602403,97,4105
6037504101,155,4110
6037195100,162,4116
6037920312,284,4117
6037206032,10,4118
6037216300,91,4118
6037900103,368,4119
6037572002,506,4122
6037125401,66,4126
6037117302,201,4126
6037111202,255,4126
6037433901,41,4127
6037570800,240,4128
6037199800,13,4129
6037195400,129,4129
6037291210,185,4132
6037572600,182,4134
6037551300,125,4136
6037404702,80,4137
6037310800,199,4139
6037240600,22,4140
6037405400,222,4140
6037186100,134,4142
6037238400,361,4142
6037503702,280,4144
6037920330,325,4146
6037231400,130,4148
6037552200,131,4148
6037702801,187,4151
6037106112,229,4153
6037920313,251,4154
6037651101,294,4155
6037231300,96,4160
6037218300,35,4161
6037300702,50,4162
6037553504,71,4162
6037139302,196,4163
6037199000,51,4166
6037901010,351,4169
6037910716,261,4173
6037542700,57,4174
6037535300,55,4177
6037221302,58,4180
6037920338,214,4180
6037502100,240,4180
6037900104,359,4180
6037910302,429,4180
6037234000,183,4182
6037541500,1,4184
6037310202,94,4184
6037402403,88,4186
6037135114,177,4188
6037293202,93,4189
6037910202,438,4189
6037430101,168,4194
6037541604,47,4199
6037600912,25,4201
6037530101,63,4201
6037543801,146,4201
6037554522,261,4201
6037800203,170,4202
6037123601,44,4204
6037574000,246,4204
6037265520,142,4206
6037320202,151,4206
6037920015,240,4206
6037482202,83,4208
6037603005,119,4208
6037700502,118,4213
6037217002,101,4215
6037920109,160,4215
6037201402,105,4216
6037555211,73,4217
6037554002,76,4217
6037115101,244,4219
6037295103,291,4231
6037555001,75,4235
6037297000,346,4236
6037293302,134,4237
6037404701,14,4239
6037920329,249,4239
6037620602,288,4240
6037107020,118,4241
6037480901,116,4242
6037119400,102,4243
6037139001,142,4248
6037533901,38,4253
6037433601,71,4254
6037572700,213,4255
6037407801,137,4257
6037275302,204,4261
6037460501,187,4264
6037408631,228,4265
6037530102,121,4266
6037137103,226,4266
6037240500,60,4268
6037576901,116,4276
6037401203,227,4277
6037134710,90,4278
6037197700,8,4281
6037572001,211,4282
6037601401,780,4286
6037186302,89,4287
6037542602,84,4288
6037430701,159,4289
6037115202,201,4289
6037109800,102,4294
6037570601,106,4296
6037920043,127,4296
6037209102,78,4300
6037106520,135,4300
6037540502,19,4301
6037104810,64,4302
6037920030,161,4306
6037901102,426,4306
6037108201,162,4309
6037403401,173,4309
6037220000,144,4316
6037403304,226,4316
6037536103,118,4317
6037901009,412,4317
6037106406,272,4320
6037242200,31,4322
6037405101,94,4325
6037620601,193,4331
6037300200,202,4332
6037701501,75,4333
6037127210,139,4333
6037125310,60,4336
6037403323,181,4338
6037576601,280,4338
6037500600,80,4339
6037701902,172,4345
6037554518,303,4346
6037552800,178,4348
6037106114,68,4349
6037302202,29,4353
6037571900,359,4356
6037430803,225,4357
6037104105,73,4358
6037534102,16,4363
6037602106,87,4363
6037216900,99,4363
6037401602,318,4369
6037236202,167,4374
6037405800,167,4375
6037535200,14,4383
6037462700,105,4384
6037701302,145,4386
6037265700,152,4387
6037132102,240,4387
6037535701,46,4396
6037533803,72,4396
6037401601,409,4397
6037301206,52,4401
6037408301,48,4404
6037300100,304,4407
6037120300,115,4408
6037430302,275,4408
6037407102,155,4409
6037700801,144,4414
6037267300,127,4415
6037701000,141,4416
6037534900,32,4422
6037800202,128,4424
6037550902,122,4426
6037269000,137,4428
6037207302,178,4432
6037190100,26,4439
6037310201,120,4439
6037232600,68,4441
6037502901,129,4441
6037408133,99,4442
6037195500,49,4445
6037408212,130,4447
6037406300,126,4449
6037405600,229,4453
6037277000,236,4454
6037543604,166,4455
6037570202,213,4456
6037201501,94,4460
6037670702,355,4460
6037111302,261,4463
6037302302,60,4464
6037910001,139,4464
6037139701,313,4472
6037134520,37,4473
6037920118,167,4473
6037550202,72,4479
6037127102,112,4479
6037464200,223,4479
6037480400,115,4483
6037920336,59,4485
6037570502,174,4486
6037311500,352,4490
6037570901,300,4502
6037500900,168,4503
6037139702,169,4505
6037551700,90,4507
6037134101,158,4510
6037910207,424,4511
6037462100,99,4514
6037406200,118,4515
6037275500,84,4516
6037404901,50,4517
6037207900,71,4518
6037214502,99,4520
6037670407,200,4520
6037540800,136,4521
6037800101,207,4525
6037574902,180,4530
6037574300,306,4533
6037408705,233,4534
6037222600,36,4535
6037800327,86,4537
6037406602,194,4538
6037143800,196,4538
6037401312,429,4542
6037276000,408,4547
6037433801,129,4548
6037575902,362,4548
6037910715,219,4551
6037232700,81,4553
6037432102,145,4554
6037243000,38,4557
6037408628,159,4562
6037139200,107,4566
6037301204,117,4568
6037124700,128,4571
6037571000,416,4574
6037910208,333,4575
6037571701,211,4577
6037620501,233,4577
6037670003,328,4580
6037650604,206,4585
6037531901,53,4588
6037406601,201,4590
6037267402,54,4591
6037532101,141,4596
6037901003,184,4600
6037553802,136,4606
6037292000,54,4612
6037101210,61,4612
6037576200,213,4613
6037603704,98,4616
6037401311,201,4622
6037405302,181,4626
6037573202,73,4636
6037262604,407,4637
6037602404,98,4639
6037236100,311,4641
6037703100,501,4642
6037532900,91,4643
6037570602,177,4643
6037543321,383,4643
6037703200,429,4655
6037460200,377,4658
6037650101,290,4659
6037910601,143,4660
6037502301,142,4662
6037218900,131,4664
6037265303,27,4669
6037406102,212,4670
6037650001,321,4671
6037133100,180,4677
6037573601,521,4677
6037602402,164,4678
6037117530,61,4683
6037226700,1,4686
6037541700,69,4686
6037300400,273,4688
6037540202,48,4689
6037300502,142,4689
6037406702,122,4693
6037651001,329,4697
6037620305,231,4702
6037482303,32,4705
6037920114,172,4705
6037400204,311,4706
6037405001,96,4708
6037900504,362,4708
6037482521,76,4709
6037600202,170,4709
6037115401,92,4715
6037301702,102,4718
6037137201,347,4722
6037240700,9,4729
6037310100,334,4731
6037106020,314,4735
6037207301,169,4738
6037131020,117,4742
6037553100,220,4742
6037403802,240,4748
6037276603,251,4751
6037191500,88,4758
6037503501,275,4760
6037541200,175,4764
6037920028,237,4768
6037481202,68,4769
6037123800,207,4770
6037433200,70,4774
6037553901,137,4780
6037264301,132,4785
6037300301,185,4787
6037543503,232,4789
6037651302,363,4792
6037104320,74,4796
6037650902,288,4798
6037127400,89,4803
6037402502,93,4803
6037131800,154,4803
6037431800,120,4804
6037431700,184,4804
6037702600,251,4805
6037900501,362,4805
6037431200,108,4808
6037271802,81,4809
6037552100,95,4809
6037600902,173,4811
6037910603,251,4818
6037481712,44,4820
6037650200,291,4820
6037401500,257,4835
6037651222,308,4839
6037238000,162,4842
6037650901,188,4849
6037601100,153,4855
6037401902,230,4856
6037533603,77,4859
6037401704,186,4861
6037800332,261,4861
6037134903,72,4863
6037131010,82,4863
6037401304,265,4863
6037300701,384,4863
6037531302,21,4864
6037532200,104,4864
6037464000,226,4864
6037113401,160,4865
6037128702,110,4869
6037540101,6,4872
6037651402,185,4880
6037572201,322,4885
6037543304,474,4887
6037461600,144,4893
6037311700,452,4893
6037271701,209,4897
6037408211,92,4899
6037463400,281,4899
6037131400,168,4900
6037403801,239,4907
6037576001,281,4909
6037541400,18,4911
6037910807,170,4924
6037621201,198,4924
6037139503,125,4932
6037920037,108,4934
6037703001,174,4936
6037211120,105,4939
6037602301,155,4943
6037554512,250,4943
6037535802,186,4968
6037403318,149,4978
6037900507,215,4978
6037216200,71,4981
6037600100,90,4984
6037408402,306,4988
6037500700,320,4992
6037502801,167,5003
6037302103,61,5007
6037700101,146,5007
6037800324,207,5007
6037125320,159,5008
6037264302,169,5012
6037275311,206,5014
6037920334,209,5016
6037481002,150,5026
6037402402,93,5028
6037577300,183,5034
6037119800,135,5041
6037134303,126,5046
6037407001,208,5049
6037406500,349,5051
6037201700,90,5056
6037403321,211,5057
6037122000,178,5058
6037460100,315,5065
6037700400,217,5084
6037276100,317,5084
6037231600,141,5085
6037189902,99,5088
6037113321,160,5088
6037601212,204,5088
6037503401,301,5094
6037800329,110,5096
6037900605,256,5096
6037577200,257,5097
6037111204,182,5101
6037540102,97,5103
6037481901,145,5103
6037574500,444,5107
6037554802,195,5119
6037555102,59,5121
6037134800,124,5122
6037217100,216,5129
6037554521,247,5132
6037181000,296,5132
6037502200,299,5138
6037463602,131,5140
6037920326,137,5148
6037276500,61,5154
6037463601,137,5162
6037540000,122,5165
6037503302,156,5168
6037103200,291,5169
6037113421,156,5172
6037320300,98,5179
6037461000,222,5180
6037504001,125,5181
6037310601,57,5182
6037910401,449,5182
6037405500,188,5188
6037402902,86,5189
6037404100,169,5190
6037602103,213,5191
6037310900,298,5193
6037550700,116,5199
6037920339,114,5215
6037543802,147,5215
6037430801,166,5216
6037650800,213,5216
6037300901,308,5227
6037125100,184,5231
6037141302,199,5234
6037920031,527,5241
6037407702,250,5246
6037920020,287,5247
6037800102,269,5248
6037302102,102,5249
6037403600,403,5250
6037573402,285,5256
6037543100,306,5261
6037535902,52,5262
6037542200,194,5263
6037185100,183,5266
6037602508,71,5267
6037407900,127,5270
6037570301,117,5274
6037910210,468,5275
6037920337,74,5294
6037570701,345,5294
6037701801,131,5296
6037502700,214,5296
6037620701,454,5306
6037302401,168,5308
6037620702,209,5317
6037113422,206,5327
6037552900,136,5329
6037108202,169,5336
6037408503,385,5340
6037232400,165,5341
6037702102,274,5341
6037482002,200,5343
6037552700,195,5348
6037570501,257,5352
6037501300,230,5353
6037540501,50,5354
6037701304,256,5357
6037536200,188,5359
6037910002,275,5372
6037206300,565,5372
6037621301,204,5374
6037500201,343,5376
6037462500,182,5383
6037143400,231,5397
6037267200,42,5399
6037432402,97,5401
6037920200,133,5422
6037481401,63,5424
6037408703,71,5429
6037535101,60,5444
6037530302,94,5448
6037463500,196,5450
6037402200,243,5463
6037461502,120,5464
6037293201,153,5468
6037190301,181,5475
6037120400,104,5477
6037543702,68,5485
6037431100,159,5496
6037403408,172,5503
6037601302,261,5514
6037407200,216,5534
6037403316,255,5541
6037604100,261,5550
6037430002,220,5553
6037650300,304,5559
6037111301,245,5566
6037670701,446,5596
6037920035,253,5602
6037460900,156,5606
6037464100,153,5607
6037543501,248,5608
6037301100,134,5619
6037430502,322,5625
6037301502,31,5626
6037603900,253,5646
6037702002,86,5648
6037403000,162,5660
6037320100,174,5661
6037432601,197,5662
6037502601,333,5664
6037702300,197,5670
6037103400,245,5673
6037482600,247,5680
6037573100,347,5680
6037402600,295,5681
6037920042,235,5682
6037603001,163,5688
6037621104,307,5689
6037267100,103,5690
6037701402,347,5693
6037132300,157,5704
6037551202,170,5704
6037670100,277,5709
6037703002,494,5710
6037431001,192,5750
6037551000,245,5757
6037461300,141,5763
6037670602,577,5769
6037301601,180,5783
6037543322,576,5792
6037143300,158,5793
6037550100,183,5794
6037910711,222,5802
6037602200,238,5839
6037135203,142,5850
6037403324,82,5864
6037400304,300,5867
6037577100,263,5869
6037119002,127,5895
6037554900,122,5901
6037267501,30,5902
6037620800,337,5930
6037577000,204,5936
6037550800,189,5947
6037553200,389,5960
6037700902,84,5971
6037208000,52,5977
6037482402,138,6006
6037113233,67,6011
6037800408,221,6012
6037311600,197,6020
6037550300,282,6030
6037700300,180,6047
6037650602,354,6079
6037115201,207,6088
6037550500,245,6088
6037480600,166,6104
6037404801,105,6120
6037481402,58,6159
6037543306,250,6173
6037310702,169,6216
6037551800,236,6245
6037300800,209,6248
6037400800,165,6279
6037432000,114,6306
6037501600,230,6315
6037900803,367,6390
6037224700,18,6392
6037571200,442,6457
6037401800,626,6557
6037543602,417,6584
6037111400,372,6621
6037577603,391,6624
6037503703,368,6634
6037301900,145,6725
6037700200,267,6932
6037602600,509,6933
6037432500,310,6964
6037300600,253,7395
6037275602,261,7836
6037206020,320,8083
6037901205,861,8202
6037910705,405,8225
6037901004,855,8859
6037702901,385,9080
6037265301,1,10223